ticker,shortName,sector,industry,currentPrice,fiftyTwoWeekHigh,fiftyTwoWeekLow,trailingPE,forwardPE,priceToBook,pegRatio,returnOnEquity,returnOnAssets,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,revenueGrowth,profitMargins,operatingMargins,grossMargins,ebitdaMargins,dividendYield,marketCap,currentRatio,quickRatio,freeCashflow,totalCashPerShare,bookValue,targetMeanPrice,targetHighPrice,targetLowPrice,recommendationMean,numberOfAnalystOpinions,twoHundredDayAverage,fiftyDayAverage,fiftyTwoWeekChangePercent,beta,enterpriseToEbitda,enterpriseValue,trailingEps,forwardEps,heldPercentInsiders,heldPercentInstitutions
UEL,UJAAS ENERGY LIMITED,Technology,Solar,190.7599945068359,284.20001220703125,92.31666564941406,1907.6,,28.698662,6.66294097100943,0.0389,0.0270065787226484,27.068,2.863,0.308,0.145,0.115200005,-0.96029997,0.3472,0.19827,0.0,25446966563.223915,2.652195710638176,2.2157465201307796,43415000.0,1.307,6.647,,,,,,149.45790042877198,158.58919982910157,64.28304104879194,-0.411,150.573,26851903488.0,0.1,,0.98581004,0.0
SHK,S H KELKAR AND CO. LTD.,Basic Materials,Specialty Chemicals,158.5399932861328,275.5,111.9800033569336,24.849527,16.24455,1.6113753,0.3214686545924967,0.05249,0.0311,75.521,0.773,0.776,0.141,0.03638,0.080819994,0.41055,0.09167,1.25,21945232478.661144,1.269,0.605,-71987504.0,4.666,98.388,270.0,270.0,270.0,1.0,1.0,151.0198500442505,145.61940002441406,-27.29190962290393,0.347,14.163,31796027392.0,6.38,9.75958,0.66877997,0.11476
SAKSOFT,SAKSOFT LIMITED,Technology,Information Technology Services,163.72000122070312,229.67999267578125,107.58999633789062,16.437752,4.795548,2.6868856,,0.19065,0.10484,5.607,-0.093,-0.094,-0.002,0.12934,0.16926001,0.47897997,0.17695999,0.61,21042798748.89598,2.166,1.997,854273728.0,19.617,60.933,,,,,,164.0906996154785,166.74080017089844,-20.624451866124193,0.391,10.632,18941927424.0,9.96,34.14,0.71194,0.00206
VIKRAN,VIKRAN ENGINEERING LTD,Industrials,Engineering & Construction,62.619998931884766,118.4000015258789,51.099998474121094,16.097685,,1.3059981,0.1348214824120603,0.10755,0.055630002,24.318,1.194,-0.294,-0.11,0.0731,0.07197,0.59534,0.13284001,0.0,16150387436.521317,1.98,1.734,-5298299904.0,37.647,47.948,,,,,,78.69360015869141,71.42220031738282,-34.573190334463376,2.0968,2.668,4366355968.0,3.89,,0.87297994,0.05409
GOCLCORP,GOCL CORPORATION LIMITED,Basic Materials,Specialty Chemicals,398.25,459.8999938964844,223.3500061035156,7.3207717,,0.6281457,,0.11849,-0.00632,0.02,-0.967,-0.967,0.263,31.88698,-1.4266601,0.53981996,-2.90225,2.52,19742242816.0,10.968,0.634,-15818377216.0,18.954,634.009,,,,,,325.09725067138675,407.85599914550784,4.913064698792069,0.801,-60.864,18823661568.0,54.4,,0.73629,0.01208
GTLINFRA,GTL INFRA.LTD,Technology,Communication Equipment,1.2100000381469729,1.6699999570846558,0.959999978542328,1.4578314,,-0.30227333,,-0.1416,0.2493400612423167,,,,-0.022,-1.3534501,0.13892001,0.52027,0.34616002,0.0,15499025896.628836,0.577,0.417,4736700000.0,0.085,-4.003,,,,,,1.247600001692772,1.3146000051498412,-20.91502870762324,1.2762,12.561,74601480192.0,0.83,,0.3123,0.02757
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,Technology,Solar,149.82000732421875,388.5,139.19000244140625,10.028113,,1.5316044,0.0290081371131038,0.20828,0.07807,30.132,3.457,4.198,2.355,0.08754,0.09512,0.14139,0.107559994,0.0,12985298554.809525,1.882,1.188,-959267520.0,65.995,97.819,,,,,,218.43860038757325,186.7040005493164,-53.68778753501739,1.5685,7.119,10537335808.0,14.94,,0.78069,0.0853
ASIANTILES,ASIAN GRANITO IND. LTD.,Industrials,Building Products & Equipment,45.41999816894531,79.05999755859375,42.5,78.31034,2.409549,0.8844147,,0.01283,0.0109,28.468,-0.156,0.088,0.368,0.00885,0.03185,0.25115,0.055019997,0.0,13465906657.137548,1.745,0.875,-1562695808.0,2.789,51.356,,,,,,63.44675006866455,52.56800003051758,-29.40627796990266,0.364,16.022,17418612736.0,0.58,18.85,0.53393,0.00466
SHALBY,SHALBY LIMITED,Healthcare,Medical Care Facilities,154.57000732421875,274.70001220703125,125.81999969482422,44.16286,16.443619,1.6376023,1.1621805263157896,0.03467,0.02567,59.122,0.38,0.216,0.117,0.03342,0.068969995,0.23875,0.12369,0.0,16585169681.879572,1.25,0.543,-1504347520.0,7.608,94.388,,,,,,172.74854988098144,165.77759979248046,-21.82773951140542,0.629,15.336,22311073792.0,3.5,9.4,0.76562,0.00061
EMSLIMITED,EMS LIMITED,Industrials,Engineering & Construction,405.0,593.8499755859375,256.04998779296875,32.980457,,2.1309285,,0.08956,0.06521,14.575,-0.591,-0.591,-0.342,0.10464,0.152,0.23715,0.1736,0.38,22489976832.0,5.14,2.825,-810448000.0,10.616,190.058,,,,,,370.8387498474121,399.4509991455078,-27.672115158333337,0.342,20.272,22913533952.0,12.28,,0.69702005,0.00341
STUDDS,STUDDS ACCESSORIES LTD,Consumer Cyclical,Auto Parts,448.0,600.0,412.2999877929687,23.578947,16.0,3.3720975,,0.16999,0.10572,1.559,-0.393,-0.393,0.132,0.11411,0.08332,0.58176,0.17081,0.67,17630322688.0,2.698,1.572,246973744.0,21.462,132.855,670.0,670.0,670.0,1.0,1.0,492.6500008322976,457.8449993896484,-20.042832453971727,0.9261,15.106,16892890112.0,19.0,28.0,0.63363,0.091070004
EPACKPEB,EPACK PREFAB TECHN LTD,Industrials,Engineering & Construction,232.8999938964844,344.0,132.1699981689453,24.750265,16.517729,3.1850877,,0.17021999,0.07249,15.606,-0.032,0.134,0.239,0.0594,0.076799996,0.32994998,0.10268,0.0,23436961177.79707,1.601,1.008,-561583616.0,30.754,73.122,297.5,325.0,270.0,1.0,2.0,230.32529930114745,250.21300018310544,25.208322549531204,1.9725,12.482,20453953536.0,9.41,14.1,0.7525,0.02468
KRSNAA,KRSNAA DIAGNOSTICS LTD,Healthcare,Diagnostics & Research,550.0,894.4000244140625,515.0,18.524755,12.443439,1.8198965,,0.10888,0.059320003,54.501,-0.194,-0.193,0.221,0.11585,0.12748,0.78389,0.28667998,0.37,17841268736.0,2.683,2.385,-273542496.0,111.151,302.215,841.0,994.0,682.0,1.75,4.0,633.3779992675782,547.22,-32.93091784804051,0.062,7.932,19130775552.0,29.69,44.2,0.45686,0.1347
ARMANFIN,ARMAN FIN SERV LTD,Financial Services,Credit Services,1973.0999755859375,2158.60009765625,1301.0,17.92098,,2.2197573,0.0808708483754512,0.06263,0.02253,190.256,2.216,2.213,2.657,0.30789,0.48415002,1.0,0.0,0.0,20746673919.291977,493.864,492.957,-4795122000.0,379.347,888.881,,,,,,1646.477001953125,1852.9420043945313,29.09578278385321,0.205,19.74098835721335,34078822400.0,110.1,,0.30816,0.11351
SDBL,SOM DIST & BREW LTD,Consumer Defensive,Beverages - Brewers,73.56999969482422,143.77000427246094,61.79999923706055,132.83673,12.576069,1.947997,,0.01289,0.025139999,27.20676963047572,-0.9008797440674932,-3.388602149631546,-0.793,-0.03126,-0.4439,0.31685,0.03603,0.0,15295299520.553556,1.02,0.384,-1121225728.0,0.8103027267091032,37.767,,,,,,87.49100011825561,71.88059967041016,-47.5249634121004,0.462,22.116360883008888,17245077584.0,-1.45,5.85,0.5564,0.00174
CANTABIL,CANTABIL RETAIL LTD,Consumer Cyclical,Apparel Manufacturing,247.30999755859375,321.5,208.5,21.228327,,4.3214107,1.862133947368421,0.21983999,0.098409995,113.826,0.114,0.113,0.127,0.111619994,0.1757,0.71039003,0.33048,0.65,20684523315.80557,2.419,0.241,527259008.0,3.032,57.229,,,,,,251.34490005493163,241.56519958496096,-2.3647869802591703,-0.219,8.537,24622655488.0,11.65,,0.7446,0.03672
HITECH,HI-TECH PIPES LIMITED,Basic Materials,Steel,77.88999938964844,127.5,70.13999938964844,20.938171,13.78584,1.155004,,0.058790002,0.04844,20.061,-0.048,-0.042,0.785,0.01561,0.02944,0.06613,0.037720002,0.03,15789099908.275492,2.168,0.959,-1886788224.0,4.298,67.437,110.5,112.0,109.0,1.0,2.0,87.93860012054444,86.38020004272461,-11.448385402043336,0.775,9.567,17402408960.0,3.72,5.65,0.46468,0.13912
SAKAR,SAKAR HEALTHCARE LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,884.6500244140625,980.0,311.0,64.71471,21.629583,6.060243,0.5438210924369747,0.09996,0.06321,21.739,1.19,1.202,0.384,0.13272999,0.20153,0.52603,0.28444,0.0,19417989655.88651,1.282,0.46,68568752.0,0.117,145.976,1020.0,1020.0,1020.0,,1.0,600.3677494812011,857.8760021972656,175.89273078222936,0.452,25.973,20092672000.0,13.67,40.9,,
SPMLINFRA,SPML INFRA LIMITED,Industrials,Engineering & Construction,190.88999938964844,302.0,151.00999450683594,18.00849,,1.6141279,0.2058113142857142,0.08692,0.0187,37.764,0.875,0.871,0.823,0.08550999,0.092489995,0.18087,0.085760005,0.0,16063378380.638968,1.696,0.869,-623427520.0,20.149,118.262,,,,,,190.62394996643067,195.6686004638672,-34.16451410481459,0.601,21.17,18097620992.0,10.6,,0.61797,0.03285
ASIANENE,ASIAN ENERGY SERVICES LTD,Energy,Oil & Gas Equipment & Services,484.8999938964844,490.0,230.0,38.514694,,4.3921304,0.37612005859375,0.116000004,0.06329,32.051,1.024,1.153,1.351,0.06079,0.06182,0.20953,0.11188,0.21,23561957079.421787,2.111,1.944,-1150901120.0,31.062,110.402,,,,,,316.484449005127,375.50499633789065,39.72050452448064,0.838,21.484,22759161856.0,12.59,,0.68305,0.0
SURYODAY,SURYODAY SMALL FIN BK LTD,Financial Services,Banks - Regional,154.5399932861328,218.0,115.41000366210938,8.566518,4.3841133,0.79035246,0.0758098938053097,0.07588,0.00856,137.32320193248634,1.13,1.131,0.454,0.13635999,0.23868,0.0,0.0,0.99,16427083062.338432,,,5767406000.0,88.803,195.533,280.0,299.0,261.0,1.0,2.0,149.5825996017456,172.39139862060546,20.715503927987868,0.505,,37912150016.0,18.04,35.25,0.354,0.18934
JISLDVREQS,JAIN DVR EQUITY SHARES,Industrials,Conglomerates,21.350000381469727,35.47999954223633,18.5,0.89,,0.26783922,,-0.0068,0.02791,71.789,-1.7337507453786525,-13.642105263157896,-0.024,-0.0084,0.06005,0.43355,0.12946,0.0,15660444951.811966,1.163,0.491,-2234747392.0,1.829,79.712,,,,,,24.348450002670287,22.779200019836427,-31.67999877929687,0.245,7.167,59030052864.0,-0.74,,0.33443,0.0
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,Industrials,Engineering & Construction,223.91000366210935,315.79998779296875,131.14999389648438,,,4.266903,,-0.04013,0.00839,61.011,,,0.838,-0.00982,0.04657,0.45797002,0.10146,0.0,15204503800.673822,1.141,0.523,-509212512.0,3.296,52.476,,,,,,201.83965034484865,248.74560028076172,20.530763047036427,1.196,52.975,17016839168.0,-0.47,,0.39426997,0.00224
NGLFINE,NGL FINE CHEM LIMITED,Healthcare,Drug Manufacturers - General,3033.300048828125,3602.0,1271.0,32.67938,,5.6918697,0.3297616548940464,0.15736,0.06782,37.232,0.991,0.991,0.336,0.10689,0.12958999,0.5086,0.15915,0.06,18739800365.661324,1.842,1.168,-714022144.0,71.703,532.918,,,,,,2264.1189990234375,3171.3899951171875,105.96863919323349,0.917,22.94,19566495744.0,92.82,,0.72493,0.0
WINDLAS,WINDLAS BIOTECH LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,988.2000122070312,1056.4000244140625,697.4000244140625,31.703562,,3.8838234,,0.122320004,0.05546,6.067,-0.002,-0.001,0.181,0.07053,0.07849,0.37983,0.10799,0.65,20392720635.90708,1.953,1.579,297831264.0,135.111,254.44,,,,,,816.7717501831055,866.0530029296875,-3.420641085070497,0.274,17.178,17477158912.0,31.17,,0.66216004,0.08842
JINDRILL,JINDAL DRILLING IND. LTD,Energy,Oil & Gas Equipment & Services,628.7000122070312,693.5,440.1000061035156,9.509908,,1.0008979,,0.12358,0.04915,5.119,-0.287,-0.287,0.084,0.18827,0.24888,0.49055,0.36901,0.16,18220421473.773266,1.579,1.138,1302792192.0,105.655,628.136,,,,,,551.4650003051757,592.39,-2.132629465499647,-0.356,4.332,16271714304.0,66.11,,0.71809995,0.00223
ASTEC,ASTEC LIFESCIENCES LTD,Basic Materials,Agricultural Inputs,601.7999877929688,941.75,513.4000244140625,,54.70909,3.4329917,,-0.25842,-0.03385,114.84,,,-0.083,-0.15114,-0.14042,0.34859002,0.01308,0.0,13409450736.00002,0.886,0.517,-953769024.0,4.51,175.299,670.0,740.0,600.0,3.0,2.0,678.5555023193359,680.3500024414062,-27.28810849501092,0.196,309.67,17845950464.0,-29.34,11.0,0.73078,0.03022
VENUSREM,VENUS REMEDIES LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,1765.5999755859375,2044.300048828125,424.0,20.317606,,3.555448,0.145855032304379,0.16785,0.09686,1.87,1.393,1.393,0.356,0.14317,0.1533,0.51015997,0.20587,0.57,23628480185.274124,2.443,1.328,934354496.0,77.344,496.59,,,,,,1072.0717514038083,1721.672001953125,257.6623108307328,0.351,13.623,22752575488.0,86.9,,0.48616,0.012560001
RAMCOSYS,RAMCO SYSTEMS LTD.,Technology,Software - Application,552.3499755859375,967.5,342.1000061035156,49.986423,24.015217,5.9001665,,0.12493,0.05126,12.101,-0.36,-0.363,0.071,0.05825,0.023740001,0.5424,0.19295,0.0,20766516330.112698,1.025,0.846,565081280.0,33.541,93.616,700.0,700.0,700.0,1.0,1.0,541.079750213623,687.6230041503907,28.513259951975662,0.583,14.472,19892305920.0,11.05,23.0,0.63771,0.05781
JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,Other Industrial Metals & Mining,619.9000244140625,663.0999755859375,298.3999938964844,32.370758,,4.6344895,0.5505230952380953,0.13518,0.08997,1.192,0.588,0.59,0.448,0.07023,0.102460004,0.18006,0.08946,0.2,24291443644.69108,18.642,12.911,-75817504.0,40.907,133.758,,,,,,402.0425006103516,488.693002319336,18.39191239846027,0.673,24.22,23197433856.0,19.15,,0.76453,0.02947
HESTERBIO,HESTER BIOSCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2413.10009765625,2683.60009765625,1239.300048828125,15.202546,,5.6984777,0.0330993816677552,0.16555001,0.06507,52.964,4.593,4.898,-0.082,0.41612,0.20368,0.74859,0.24203,0.46,20527917886.74858,1.368,0.724,288428736.0,7.686,423.464,,,,,,1780.3054992675782,2319.205993652344,19.55509653527516,0.425,28.38,22479210496.0,158.73,,0.68777,0.00242
ORIENTHOT,ORIENT HOTELS LTD,Consumer Cyclical,Lodging,137.2899932861328,149.5,80.0,36.80697,,3.2175584,,0.185,0.0692374751465328,17.136,-0.189,-0.201,0.036,0.13387,0.12926,0.64601,0.25739,0.47,24519879504.908863,0.5417843060853152,0.461930585295579,927925000.0,0.582,42.669,,,,,,110.437850189209,131.43760055541992,-0.9380208428524162,0.214,20.388,26116429824.0,3.73,,0.69324994,0.01481
MBEL,M AND B ENGINEERING LTD,Industrials,Engineering & Construction,278.1000061035156,535.9000244140625,223.0500030517578,15.846155,10.696154,2.4007044,3.521367777777778,0.19226,0.078660004,12.711,0.045,0.22,0.225,0.07355,0.09272,0.32963002,0.10931,0.36,15896397148.88136,1.917,0.686,-975276096.0,16.396,115.841,367.5,395.0,340.0,1.0,2.0,327.75585037231446,302.55099914550783,-40.03880693768925,1.7181,11.246,16143156224.0,17.55,26.0,0.71928,0.092700005
ACCELYA,ACCELYA SOLN INDIA LTD,Technology,Information Technology Services,1139.5,1527.0,1012.4000244140624,17.838133,18.202875,6.8001027,,0.36141,0.19558,6.276,-0.103,-0.103,-0.035,0.17919001,0.31774,0.71698,0.32521,7.05,17008474112.0,2.551,1.896,915209472.0,51.039,167.571,,,,,,1205.1230029296876,1128.2840087890625,-19.447192162716465,0.523,9.435,16332228608.0,63.88,62.6,0.7513,0.00139
GOODYEAR,GOODYEAR INDIA LIMITED,Consumer Cyclical,Auto Parts,762.9000244140625,1273.699951171875,711.25,32.644417,,2.9029572,,0.101730004,0.045739997,4.446,-0.539,-0.539,0.18,0.02078,-0.00342,0.27155,0.0454,3.48,17597440563.1472,1.428,0.906,951637504.0,100.293,262.801,,,,,,792.4624992038893,789.8610009765625,-40.103630865954585,0.353,13.175,15518938112.0,23.37,,0.75707,0.07709
SUMMITSEC,SUMMIT SECURITIES LTD,Financial Services,Capital Markets,1427.199951171875,2495.0,1312.0,12.993445,,0.18184769,0.1737091577540107,0.011360001,0.00824,,0.748,0.748,0.485,0.76057,0.96973,0.9997,0.96974,0.0,15623274985.488195,2659.445,2659.333,989156224.0,8974.388,7848.326,,,,,,1692.903500366211,1507.992001953125,-28.006460169727244,0.508,-53.873,-82245083136.0,109.84,,0.04404,0.74464
THEJO,THEJO ENGINEERING LIMITED,Industrials,Specialty Industrial Machinery,2101.199951171875,2286.60009765625,1443.5999755859375,40.697266,,6.4310174,0.5676048256624825,0.13971,0.08180001,10.776,0.717,0.715,0.31,0.08307,0.11156,0.80531,0.12245,0.24,22792668654.339188,2.704,1.805,-114359752.0,56.666,326.729,,,,,,1748.5129943847655,1930.6999951171872,8.59475552532345,0.544,27.966,23085477888.0,51.63,,0.0,0.00624
ASALCBR,ASSO ALCOHOLS & BREW LTD,Consumer Defensive,Beverages - Wineries & Distilleries,722.7999877929688,1277.0,660.6500244140625,17.05924,13.286764,1.9836161,,0.14562,0.0941,9.922,-0.285,-0.246,0.053,0.07995,0.081149995,0.35025,0.13182999,0.24,14513244938.89259,2.575,0.557,-208640496.0,13.857,364.385,960.0,960.0,960.0,1.0,1.0,857.85,801.7340026855469,-32.3600969205861,0.411,10.885,14831526912.0,42.37,54.4,0.66191,0.00153
GOCOLORS,GO FASHION INDIA LTD,Consumer Cyclical,Apparel Retail,330.1499938964844,760.9000244140625,237.0500030517578,33.11434,25.792969,2.5681016,,0.08529,0.04971,77.141,-0.238,-0.259,0.0,0.06373,0.118149996,0.63133997,0.3046,0.0,17364563646.979595,3.417,1.505,718033472.0,30.056,128.558,363.875,450.0,282.0,2.5,8.0,371.4729987335205,346.96399841308596,-52.41081169059685,0.187,8.331,21265801216.0,9.97,12.8,0.59034,0.32276002
DLINKINDIA,D-LINK INDIA LTD,Technology,Communication Equipment,438.3999938964844,549.2000122070312,367.6499938964844,14.506949,,3.078068,1.099011287878788,0.21211,0.09949,2.928,0.132,0.133,0.305,0.06415,0.07181,0.14302,0.07793,9.2,15565325095.295609,2.563,2.202,-14835875.0,56.855,142.427,,,,,,440.90324951171874,476.5659991455078,-10.912418520827083,0.362,10.708,13955747840.0,30.22,,0.59253,0.0057099997
ONEPOINT,ONE POINT ONE SOL LTD,Industrials,Specialty Business Services,56.61000061035156,65.8499984741211,40.58000183105469,33.49704,,3.3546667,0.4639479224376731,0.08809,0.041199997,47.642,0.722,0.728,1.294,0.11206,0.15774,0.37803,0.23682,0.0,14859964576.215551,2.642,1.71,-106660000.0,2.317,16.875,,,,,,53.750800113677975,57.018800048828126,23.36021216666495,0.59,17.373,16568029184.0,1.69,,0.60196996,0.02753
INDIANHUME,INDIAN HUME PIPE CO. LTD.,Industrials,Engineering & Construction,368.3500061035156,432.0,279.79998779296875,13.597268,15.809013,1.3073182,1.812969066666667,0.09864,0.02854,28.091,0.075,0.075,-0.015,0.10974,0.08295,0.2308,0.10823,0.55,19405330753.544018,2.028,1.749,1508614272.0,154.007,281.76,460.0,460.0,460.0,1.0,1.0,358.4117483520508,363.8059967041016,-4.9664601901112775,0.544,10.788,15190425600.0,27.09,23.3,0.74844,0.0221
AQYLON,AQYLON NEXUS LIMITED,Communication Services,Broadcasting,24.079999923706055,1714.9000244140625,20.8700008392334,21.5,,-106.07929,,0.5172,0.01089,,,,242.948,0.5486,0.55356,0.38141,0.28046,0.0,6109831660.641895,0.419,0.384,-205273504.0,0.103,-0.227,,,,,,335.7031514263153,34.786199989318845,-98.017372775462,0.004,101.236,6142794240.0,1.12,,0.78240997,0.0
JAGRAN,JAGRAN PRAKASHAN LIMITED,Communication Services,Publishing,61.790000915527344,78.9000015258789,59.5,7.135104,6.1178217,0.66743,,0.08794,0.03766,5.156,-0.126,-0.125,0.085,0.098450005,0.105349995,0.52353,0.13744001,11.37,13448857799.26844,3.563,3.074,1091552768.0,40.23,92.579,73.0,73.0,73.0,,1.0,66.43749998092652,63.59859985351562,-15.332970576443694,0.39,2.62,6898185728.0,8.66,10.1,0.69035006,0.04433
BFINVEST,BF INVESTMENT LIMITED,Financial Services,Asset Management,451.5,584.7000122070312,315.0,6.0320644,,0.19917603,0.224530489047104,0.036530003,0.0047999998,0.001,0.2686523520970258,,0.415,3.69471,0.80987,0.99933,0.85924006,2.16,17006934016.0,48.601,45.567,568562496.0,170.125,2266.839,,,,,,421.63550033569334,460.9970001220703,-2.5259093045537084,0.318,16.88,11070588928.0,74.85,,0.82222,0.0
GARUDA,GARUDA CONSTRUCT N ENG L,Industrials,Engineering & Construction,182.25,249.3000030517578,130.0,12.457279,,3.720299,0.2568511134020618,0.31127,0.19439,2.649,0.485,0.484,0.401,0.23417,0.31952,0.34789002,0.31604,0.03,16956857344.0,2.606,0.905,988392000.0,2.461,48.988,,,,,,182.1431998443603,177.57919952392578,-9.30128506734552,1.5547,9.093,16695318528.0,14.63,,0.3223,0.0
KALAMANDIR,SAI SILKS (KALAMANDIR) L,Consumer Cyclical,Apparel Retail,86.4800033569336,223.02999877929688,84.5,9.339093,7.1471076,1.0090544,,0.1271,0.0762178797237291,28.658,-0.147,-0.147,-0.01,0.08274,0.09867,0.42036,0.13670999,1.77,12742826478.644089,5.183293474547318,1.6987956952511103,2718800000.0,23.645,85.704,,,,0.0,,116.5921002960205,96.56200012207032,-53.29192211300653,0.98,5.591,12609080320.0,9.26,12.1,0.68776,0.077020004
AMRUTANJAN,AMRUTAJAN HEALTH LTD,Healthcare,Drug Manufacturers - Specialty & Generic,521.6500244140625,790.9500122070312,482.7999877929687,27.95552,,4.0741496,,0.16623,0.08299,0.48,-0.474,-0.475,0.095,0.10552,0.02232,0.51268,0.12462,1.5,15075728065.56839,2.311,1.897,129964000.0,61.822,128.039,,,,,,585.4632507324219,528.6629986572266,-27.80929393319311,0.379,19.849,12651654144.0,18.66,,0.49164,0.1095
RICOAUTO,RICO AUTO INDUSTRIES LTD,Consumer Cyclical,Auto Parts,131.5399932861328,157.99000549316406,78.91999816894531,59.252247,,2.2976017,,0.06911,0.036960002,92.781,-0.185,-0.194,0.389,0.0113699995,0.01017,0.35332,0.07546,0.43,17795386483.714554,0.836,0.442,-735825024.0,1.134,57.251,,,,,,122.343999710083,137.07600006103516,36.113404508384825,0.536,12.142,24640552960.0,2.22,,0.51397,0.01928
DOLPHIN,DOLPHIN OFF ENT (IND) L,Energy,Oil & Gas Equipment & Services,621.5999755859375,656.25,322.0,34.495003,,7.036848,1.1236157328990228,0.21903,0.06634,57.496,0.307,0.307,1.606,0.50425,0.47654,0.76689005,0.58412,0.0,24866845743.32569,5.543,5.415,-452683488.0,10.929,88.335,,,,,,409.1452490234375,410.57099853515626,41.7559807493586,-0.005,31.63,26388109312.0,18.02,,0.90182996,0.0
STEELXIND,STEEL EXCHANGE INDIA LTD,Basic Materials,Steel,10.539999961853027,13.949999809265137,7.0,42.16,,1.6980828,1.266066066066066,0.03663,0.04829,54.377,0.333,0.469,-0.101,0.03089,0.10386,0.26516,0.13223,0.0,13443964879.34283,2.258,0.751,-972030720.0,0.13,6.207,,,,,,9.715300018787383,11.841599979400634,4.150198429283303,0.634,12.767,17373270016.0,0.25,,0.61557996,0.0
SHANTIGOLD,SHANTI GOLD INTERNATION L,Consumer Cyclical,Luxury Goods,254.05999755859375,274.1000061035156,155.0,10.834115,8.357237,2.8041942,0.2025068224299065,0.37335998,0.19853,36.138,0.535,1.049,1.447,0.063990004,0.099020004,0.099180005,0.09395,0.0,18326677327.888588,3.315,1.753,-2631326208.0,6.821,90.6,350.0,350.0,350.0,1.0,1.0,209.66875579833984,222.6868231201172,2.7833987728273835,1.2627,8.324,19099897856.0,23.45,30.4,0.74885005,0.0051599997
GNA,GNA AXLES LIMITED,Consumer Cyclical,Auto Parts,566.1500244140625,601.6500244140625,291.79998779296875,18.369566,15.301352,2.420572,1.9960296609308044,0.12285,0.06509,21.71905085620807,0.092030526196859,0.6648338263441795,-0.0449389600647707,0.080790006,0.12595001,0.36895,0.15218,0.52,24305273880.115253,2.373,1.753,69461000.0,0.1198207347638525,233.891,739.0,739.0,739.0,1.0,1.0,402.3357499694824,493.49400207519534,74.14642072747108,0.493,11.027271858539596,26480967832.0,30.82,37.0,0.62127995,0.13077
ALGOQUANT,ALGOQUANT FINTECH LIMITED,Financial Services,Capital Markets,65.12999725341797,71.01000213623047,47.79999923706055,54.731087,,13.560274,0.0204785927561176,0.28374,0.12364,25.483,26.726,26.329,-0.0373561879919884,0.14182,0.26845,1.0,0.22421,0.0,18307783931.94669,2.317,1.991,1628344192.0,7.512,4.803,,,,,,59.46852573981652,62.5765998840332,-5.813455074120977,0.611,31.663,16718794752.0,1.19,,0.78523004,0.0
SIGNPOST,SIGNPOST INDIA LIMITED,Communication Services,Advertising Agencies,266.3500061035156,336.79998779296875,191.41000366210935,19.35683,,4.933504,0.879855909090909,0.273,0.10678001,69.752,0.22,0.224,0.106,0.124510005,0.18921,0.32532,0.26075,0.19,14236408134.232916,1.257,1.116,-790575360.0,4.485,53.988,,,,,,250.41049987792968,283.7150003051758,-3.636030396126788,0.758,10.439,16075084800.0,13.76,,0.74195,0.0
MCLOUD,MAGELLANIC CLOUD LIMITED,Technology,Information Technology Services,29.56999969482422,90.5,19.399999618530273,16.801136,,2.5256233,0.5201590092879256,0.18974,0.10104,42.501,0.323,0.321,0.315,0.16369,0.17924,0.42386,0.29648,0.1,17418714956.230976,1.995,1.485,-388161984.0,0.993,11.708,,,,,,28.697349967956544,28.84280002593994,-66.08556157032343,0.089,9.201,19036600320.0,1.76,,0.72291,0.00031
YATRA,YATRA ONLINE LIMITED,Consumer Cyclical,Travel Services,114.63999938964844,202.0,89.9000015258789,57.89899,18.917492,2.1780186,,0.05801,0.01843,12.403,-0.98,-0.979,-0.104,0.03164,0.0066799996,0.26962999,0.07733,0.0,17988872096.225956,2.079,1.681,76366248.0,13.923,52.635,173.0,250.0,135.0,1.0,5.0,129.45254981994628,110.72999969482422,-25.572940142711232,0.176,23.486,17882574848.0,1.98,6.06,0.64932996,0.14057
LANDMARK,LANDMARK CARS LIMITED,Consumer Cyclical,Auto & Truck Dealerships,509.2000122070313,662.7999877929688,339.5,46.84453,16.113924,3.6078165,0.4250864791288566,0.06664,0.03735,173.699,1.102,1.105,0.227,0.00875,0.027390001,0.16028,0.05817,0.29,21113934330.16349,1.118,0.225,1003742528.0,13.626,141.138,596.3333,739.0,480.0,1.0,3.0,450.5697497558594,486.8749993896485,-6.155540892319178,0.577,10.285,30734243840.0,10.87,31.6,0.55239,0.20973
NELCO,NELCO LTD,Technology,Communication Equipment,912.0,1120.0,500.1000061035156,556.0976,,16.153315,19.10988316151203,0.074,0.009557532314247,56.54,0.291,0.3,0.067,0.01238,0.03999,0.6834,0.08101,0.11,20810381312.0,0.8774703557312253,0.7027378771811433,-80200000.0,8.498,56.459,,,,,,750.0427485656738,917.0159985351562,8.687883033622645,0.314,84.321,21301526528.0,1.64,,0.56118,0.00669
