ticker,shortName,sector,current_rank,current_score,current_score_status,staged_rank,staged_score,staged_score_status,pushed_rank,pushed_score,pushed_score_status,rank_vs_staged,score_vs_staged,movement_vs_staged,staged_rank_vs_pushed,staged_score_vs_pushed,staged_movement_vs_pushed,rank_vs_pushed,score_vs_pushed,movement_vs_pushed
SUPREMEIND,SUPREME INDUSTRIES LTD,Industrials,346,54.2,ranked,354,53.7,ranked,354,53.7,ranked,8,0.5,up,0,0,unchanged,8,0.5,up
MANAPPURAM,MANAPPURAM FINANCE LTD,Financial Services,347,54.2,ranked,1029,46.3,ranked,1029,46.3,ranked,682,7.9,up,0,0,unchanged,682,7.9,up
TRAVELFOOD,TRAVEL FOOD SERVICES LTD,Consumer Cyclical,348,54.2,ranked,187,55.8,ranked,187,55.8,ranked,-161,-1.6,down,0,0,unchanged,-161,-1.6,down
GAEL,GUJARAT AMBUJA EXPORTS LT,Consumer Defensive,349,54.2,ranked,276,54.6,ranked,276,54.6,ranked,-73,-0.4,down,0,0,unchanged,-73,-0.4,down
MASTEK,MASTEK LTD,Technology,350,54.2,ranked,93,57.6,ranked,93,57.6,ranked,-257,-3.4,down,0,0,unchanged,-257,-3.4,down
AWFIS,AWFIS SPACE SOLUTIONS LTD,Industrials,351,54.2,ranked,458,52.6,ranked,458,52.6,ranked,107,1.6,up,0,0,unchanged,107,1.6,up
DOLPHIN,DOLPHIN OFF ENT (IND) L,Energy,352,54.1,ranked,159,56.4,ranked,159,56.4,ranked,-193,-2.3,down,0,0,unchanged,-193,-2.3,down
VENTIVE,VENTIVE HOSPITALITY LTD,Consumer Cyclical,353,54.1,ranked,714,50.2,ranked,714,50.2,ranked,361,3.9,up,0,0,unchanged,361,3.9,up
POLYPLEX,POLYPLEX CORPORATION LTD,Basic Materials,354,54,ranked,739,49.9,ranked,739,49.9,ranked,385,4.1,up,0,0,unchanged,385,4.1,up
SANGAMIND,SANGAM (INDIA) LTD,Consumer Cyclical,355,54,ranked,754,49.8,ranked,754,49.8,ranked,399,4.2,up,0,0,unchanged,399,4.2,up
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS,Healthcare,356,54,ranked,200,55.6,ranked,200,55.6,ranked,-156,-1.6,down,0,0,unchanged,-156,-1.6,down
ALEMBICLTD,ALEMBIC LIMITED,Real Estate,357,54,ranked,492,52.2,ranked,492,52.2,ranked,135,1.8,up,0,0,unchanged,135,1.8,up
RHIM,RHI MAGNESITA INDIA LTD,Industrials,358,54,ranked,534,51.8,ranked,534,51.8,ranked,176,2.2,up,0,0,unchanged,176,2.2,up
JKIL,JKUMAR INFR.LTD.,Industrials,359,54,ranked,310,54.2,ranked,310,54.2,ranked,-49,-0.2,down,0,0,unchanged,-49,-0.2,down
POLYCAB,POLYCAB INDIA LIMITED,Industrials,360,54,ranked,847,48.7,ranked,847,48.7,ranked,487,5.3,up,0,0,unchanged,487,5.3,up
HINDPETRO,HINDUSTAN PETROLEUM CORP,Energy,361,54,ranked,334,53.9,ranked,334,53.9,ranked,-27,0.1,down,0,0,unchanged,-27,0.1,down
SEDEMAC,SEDEMAC MECHATRONICS LTD,Consumer Cyclical,362,54,ranked,72,58.3,ranked,72,58.3,ranked,-290,-4.3,down,0,0,unchanged,-290,-4.3,down
FEDFINA,FEDBANK FINANCIAL SER L,Financial Services,363,54,ranked,520,52,ranked,520,52,ranked,157,2,up,0,0,unchanged,157,2,up
POCL,PONDY OXIDES & CHEM LTD,Basic Materials,364,54,ranked,86,57.9,ranked,86,57.9,ranked,-278,-3.9,down,0,0,unchanged,-278,-3.9,down
HBLENGINE,HBL ENGINEERING LTD,Industrials,365,53.9,ranked,111,57.2,ranked,111,57.2,ranked,-254,-3.3,down,0,0,unchanged,-254,-3.3,down
HMAAGRO,HMA AGRO INDUSTRIES LTD,Consumer Defensive,366,53.9,ranked,943,47.6,ranked,943,47.6,ranked,577,6.3,up,0,0,unchanged,577,6.3,up
NESTLEIND,NESTLE INDIA LIMITED,Consumer Defensive,367,53.9,ranked,521,52,ranked,521,52,ranked,154,1.9,up,0,0,unchanged,154,1.9,up
INDHOTEL,THE INDIAN HOTELS CO. LTD,Consumer Cyclical,368,53.9,ranked,333,53.9,ranked,333,53.9,ranked,-35,0,down,0,0,unchanged,-35,0,down
NMDC,NMDC LTD.,Basic Materials,369,53.9,ranked,24,60.4,ranked,24,60.4,ranked,-345,-6.5,down,0,0,unchanged,-345,-6.5,down
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,Consumer Cyclical,370,53.9,ranked,491,52.2,ranked,491,52.2,ranked,121,1.7,up,0,0,unchanged,121,1.7,up
KPRMILL,KPR MILL LTD.,Consumer Cyclical,371,53.9,ranked,394,53.3,ranked,394,53.3,ranked,23,0.6,up,0,0,unchanged,23,0.6,up
DEEPAKNTR,DEEPAK NITRITE LTD,Basic Materials,372,53.9,ranked,1196,42.9,ranked,1196,42.9,ranked,824,11,up,0,0,unchanged,824,11,up
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,Industrials,373,53.9,ranked,764,49.7,ranked,764,49.7,ranked,391,4.2,up,0,0,unchanged,391,4.2,up
SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,374,53.9,ranked,577,51.4,ranked,577,51.4,ranked,203,2.5,up,0,0,unchanged,203,2.5,up
STAR,STRIDES PHARMA SCI LTD,Healthcare,375,53.9,ranked,337,53.9,ranked,337,53.9,ranked,-38,0,down,0,0,unchanged,-38,0,down
RATEGAIN,RATEGAIN TRAVEL TECHN LTD,Technology,376,53.9,ranked,539,51.8,ranked,539,51.8,ranked,163,2.1,up,0,0,unchanged,163,2.1,up
MANINFRA,MAN INFRA LTD,Industrials,377,53.8,ranked,1008,46.7,ranked,1008,46.7,ranked,631,7.1,up,0,0,unchanged,631,7.1,up
SILVERTUC,SILVER TOUCH TECHNO LTD,Technology,378,53.8,ranked,860,48.6,ranked,860,48.6,ranked,482,5.2,up,0,0,unchanged,482,5.2,up
CANTABIL,CANTABIL RETAIL LTD,Consumer Cyclical,379,53.8,ranked,277,54.5,ranked,277,54.5,ranked,-102,-0.7,down,0,0,unchanged,-102,-0.7,down
HESTERBIO,HESTER BIOSCIENCES LTD,Healthcare,380,53.8,ranked,505,52.1,ranked,505,52.1,ranked,125,1.7,up,0,0,unchanged,125,1.7,up
MANALIPETC,MANALI PETROCHEMICALS LT,Basic Materials,381,53.8,ranked,448,52.7,ranked,448,52.7,ranked,67,1.1,up,0,0,unchanged,67,1.1,up
ADANIPOWER,ADANI POWER LTD,Utilities,382,53.8,ranked,510,52.1,ranked,510,52.1,ranked,128,1.7,up,0,0,unchanged,128,1.7,up
INDUSTOWER,INDUS TOWERS LIMITED,Communication Services,383,53.8,ranked,511,52.1,ranked,511,52.1,ranked,128,1.7,up,0,0,unchanged,128,1.7,up
WAAREEENER,WAAREE ENERGIES LIMITED,Technology,384,53.8,ranked,280,54.5,ranked,280,54.5,ranked,-104,-0.7,down,0,0,unchanged,-104,-0.7,down
NAUKRI,INFO EDGE (I) LTD,Communication Services,385,53.8,ranked,178,56,ranked,178,56,ranked,-207,-2.2,down,0,0,unchanged,-207,-2.2,down
LUMAXIND,LUMAX INDUSTRIES LTD,Consumer Cyclical,386,53.8,ranked,585,51.4,ranked,585,51.4,ranked,199,2.4,up,0,0,unchanged,199,2.4,up
GANESHHOU,GANESH HOUSING LIMITED,Real Estate,387,53.7,ranked,454,52.6,ranked,454,52.6,ranked,67,1.1,up,0,0,unchanged,67,1.1,up
ANDHRSUGAR,ANDHRA SUGARS LTD,Basic Materials,388,53.7,ranked,751,49.8,ranked,751,49.8,ranked,363,3.9,up,0,0,unchanged,363,3.9,up
HAL,HINDUSTAN AERONAUTICS LTD,Industrials,389,53.7,ranked,673,50.6,ranked,673,50.6,ranked,284,3.1,up,0,0,unchanged,284,3.1,up
GRANULES,GRANULES INDIA LIMITED,Healthcare,390,53.7,ranked,350,53.8,ranked,350,53.8,ranked,-40,-0.1,down,0,0,unchanged,-40,-0.1,down
SPLPETRO,SUPREME PETROCHEM LIMITED,Basic Materials,391,53.7,ranked,904,48.1,ranked,904,48.1,ranked,513,5.6,up,0,0,unchanged,513,5.6,up
RAMRAT,RAM RATNA WIRES LIMITED,Industrials,392,53.6,ranked,765,49.7,ranked,765,49.7,ranked,373,3.9,up,0,0,unchanged,373,3.9,up
SATIN,SATIN CREDIT NET LTD,Financial Services,393,53.6,ranked,363,53.5,ranked,363,53.5,ranked,-30,0.1,down,0,0,unchanged,-30,0.1,down
RISHABH,RISHABH INSTRUMENTS LTD,Technology,394,53.6,ranked,321,54,ranked,321,54,ranked,-73,-0.4,down,0,0,unchanged,-73,-0.4,down
PERSISTENT,PERSISTENT SYSTEMS LTD,Technology,395,53.6,ranked,409,53.1,ranked,409,53.1,ranked,14,0.5,up,0,0,unchanged,14,0.5,up
GMMPFAUDLR,GMM PFAUDLER LIMITED,Industrials,396,53.6,ranked,828,48.9,ranked,828,48.9,ranked,432,4.7,up,0,0,unchanged,432,4.7,up
KINGFA,KINGFA SCI & TEC IND LTD.,Basic Materials,397,53.5,ranked,245,55,ranked,245,55,ranked,-152,-1.5,down,0,0,unchanged,-152,-1.5,down
KERNEX,KERNEX MICROSYS(I) LTD,Technology,398,53.5,ranked,271,54.6,ranked,271,54.6,ranked,-127,-1.1,down,0,0,unchanged,-127,-1.1,down
ASTRAL,ASTRAL LIMITED,Industrials,399,53.5,ranked,560,51.6,ranked,560,51.6,ranked,161,1.9,up,0,0,unchanged,161,1.9,up
MSUMI,MOTHERSON SUMI WRNG IND L,Consumer Cyclical,400,53.5,ranked,306,54.2,ranked,306,54.2,ranked,-94,-0.7,down,0,0,unchanged,-94,-0.7,down
KSCL,KAVERI SEED CO. LTD.,Basic Materials,401,53.5,ranked,402,53.2,ranked,402,53.2,ranked,1,0.3,up,0,0,unchanged,1,0.3,up
AURIONPRO,AURIONPRO SOLN LTD,Technology,402,53.5,ranked,158,56.5,ranked,158,56.5,ranked,-244,-3,down,0,0,unchanged,-244,-3,down
ICICIBANK,ICICI BANK LTD.,Financial Services,403,53.5,ranked,243,55.1,ranked,243,55.1,ranked,-160,-1.6,down,0,0,unchanged,-160,-1.6,down
PIRAMALFIN,PIRAMAL FINANCE LIMITED,Financial Services,404,53.5,ranked,1068,45.7,ranked,1068,45.7,ranked,664,7.8,up,0,0,unchanged,664,7.8,up
PRIVISCL,PRIVI SPECIALITY CHE LTD,Basic Materials,405,53.5,ranked,468,52.5,ranked,468,52.5,ranked,63,1,up,0,0,unchanged,63,1,up
BLUEDART,BLUE DART EXPRESS LTD,Industrials,406,53.5,ranked,723,50.1,ranked,723,50.1,ranked,317,3.4,up,0,0,unchanged,317,3.4,up
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,407,53.5,ranked,368,53.5,ranked,368,53.5,ranked,-39,0,down,0,0,unchanged,-39,0,down
FIEMIND,FIEM INDUSTRIES LIMITED,Consumer Cyclical,408,53.5,ranked,219,55.3,ranked,219,55.3,ranked,-189,-1.8,down,0,0,unchanged,-189,-1.8,down
GOPAL,GOPAL SNACKS LIMITED,Consumer Defensive,409,53.5,ranked,1061,45.8,ranked,1061,45.8,ranked,652,7.7,up,0,0,unchanged,652,7.7,up
LAXMIDENTL,LAXMI DENTAL LIMITED,Healthcare,410,53.5,ranked,63,58.6,ranked,63,58.6,ranked,-347,-5.1,down,0,0,unchanged,-347,-5.1,down
DIACABS,DIAMOND POWER INFRA LTD,Industrials,411,53.4,ranked,566,51.5,ranked,566,51.5,ranked,155,1.9,up,0,0,unchanged,155,1.9,up
WEALTH,WEALTH FRST PORT. MG. LTD,Financial Services,412,53.4,ranked,78,58,ranked,78,58,ranked,-334,-4.6,down,0,0,unchanged,-334,-4.6,down
BANCOINDIA,BANCO PRODUCTS (I) LTD,Consumer Cyclical,413,53.4,ranked,294,54.3,ranked,294,54.3,ranked,-119,-0.9,down,0,0,unchanged,-119,-0.9,down
FCL,FINEOTEX CHEMICAL LIMITED,Basic Materials,414,53.4,ranked,550,51.7,ranked,550,51.7,ranked,136,1.7,up,0,0,unchanged,136,1.7,up
AYE,AYE FINANCE LIMITED,Financial Services,415,53.4,ranked,619,51.1,ranked,619,51.1,ranked,204,2.3,up,0,0,unchanged,204,2.3,up
CUB,CITY UNION BANK LTD,Financial Services,416,53.4,ranked,289,54.4,ranked,289,54.4,ranked,-127,-1,down,0,0,unchanged,-127,-1,down
POWERMECH,POWER MECH PROJECTS LTD.,Industrials,417,53.4,ranked,686,50.5,ranked,686,50.5,ranked,269,2.9,up,0,0,unchanged,269,2.9,up
MOLDTKPAC,MOLD-TEK PACKAGING LTD,Consumer Cyclical,418,53.4,ranked,324,54,ranked,324,54,ranked,-94,-0.6,down,0,0,unchanged,-94,-0.6,down
MONARCH,MONARCH NETWORTH CAP LTD,Financial Services,419,53.3,ranked,21,60.4,ranked,21,60.4,ranked,-398,-7.1,down,0,0,unchanged,-398,-7.1,down
TRUALT,TRUALT BIOENERGY LIMITED,Energy,420,53.3,ranked,1247,41.4,ranked,1247,41.4,ranked,827,11.9,up,0,0,unchanged,827,11.9,up
KROSS,KROSS LIMITED,Consumer Cyclical,421,53.3,ranked,413,53,ranked,413,53,ranked,-8,0.3,down,0,0,unchanged,-8,0.3,down
PGHL,PROCTER & GAMBLE HEALTH L,Healthcare,422,53.3,ranked,107,57.3,ranked,107,57.3,ranked,-315,-4,down,0,0,unchanged,-315,-4,down
POWERINDIA,HITACHI ENERGY INDIA LTD,Industrials,423,53.3,ranked,711,50.2,ranked,711,50.2,ranked,288,3.1,up,0,0,unchanged,288,3.1,up
THANGAMAYL,THANGAMAYIL JEWELLERY LTD,Consumer Cyclical,424,53.3,ranked,563,51.6,ranked,563,51.6,ranked,139,1.7,up,0,0,unchanged,139,1.7,up
LUMAXTECH,LUMAX AUTO TECH LTD,Consumer Cyclical,425,53.3,ranked,652,50.8,ranked,652,50.8,ranked,227,2.5,up,0,0,unchanged,227,2.5,up
EBGNG,GNG ELECTRONICS LIMITED,Technology,426,53.3,ranked,29,59.9,ranked,29,59.9,ranked,-397,-6.6,down,0,0,unchanged,-397,-6.6,down
AIIL,AUTHUM INVEST & INFRA LTD,Financial Services,427,53.2,ranked,735,49.9,ranked,735,49.9,ranked,308,3.3,up,0,0,unchanged,308,3.3,up
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD,Technology,428,53.2,ranked,57,58.7,ranked,57,58.7,ranked,-371,-5.5,down,0,0,unchanged,-371,-5.5,down
SAKSOFT,SAKSOFT LIMITED,Technology,429,53.2,ranked,138,56.7,ranked,138,56.7,ranked,-291,-3.5,down,0,0,unchanged,-291,-3.5,down
BOROSCI,BOROSIL SCIENTIFIC LTD,Consumer Cyclical,430,53.2,ranked,400,53.2,ranked,400,53.2,ranked,-30,0,down,0,0,unchanged,-30,0,down
KCP,KCP LTD,Basic Materials,431,53.2,ranked,555,51.6,ranked,555,51.6,ranked,124,1.6,up,0,0,unchanged,124,1.6,up
NTPC,NTPC LTD,Utilities,432,53.2,ranked,482,52.3,ranked,482,52.3,ranked,50,0.9,up,0,0,unchanged,50,0.9,up
ANTHEM,ANTHEM BIOSCIENCES LTD,Healthcare,433,53.2,ranked,26,60.2,ranked,26,60.2,ranked,-407,-7,down,0,0,unchanged,-407,-7,down
EXCELSOFT,EXCELSOFT TECHNOLOGIES L,Technology,434,53.2,ranked,890,48.3,ranked,890,48.3,ranked,456,4.9,up,0,0,unchanged,456,4.9,up
CUMMINSIND,CUMMINS INDIA LTD,Industrials,435,53.2,ranked,196,55.7,ranked,196,55.7,ranked,-239,-2.5,down,0,0,unchanged,-239,-2.5,down
UPL,UPL LIMITED,Basic Materials,436,53.2,ranked,620,51.1,ranked,620,51.1,ranked,184,2.1,up,0,0,unchanged,184,2.1,up
CCL,CCL PRODUCTS (I) LTD,Consumer Defensive,437,53.2,ranked,461,52.6,ranked,461,52.6,ranked,24,0.6,up,0,0,unchanged,24,0.6,up
VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,Healthcare,438,53.2,ranked,547,51.7,ranked,547,51.7,ranked,109,1.5,up,0,0,unchanged,109,1.5,up
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,Technology,439,53.2,ranked,349,53.8,ranked,349,53.8,ranked,-90,-0.6,down,0,0,unchanged,-90,-0.6,down
EFCIL,EFC (I) LIMITED,Real Estate,440,53.2,ranked,118,57.1,ranked,118,57.1,ranked,-322,-3.9,down,0,0,unchanged,-322,-3.9,down
SAKAR,SAKAR HEALTHCARE LIMITED,Healthcare,441,53.1,ranked,533,51.8,ranked,533,51.8,ranked,92,1.3,up,0,0,unchanged,92,1.3,up
NAVKARCORP,NAVKAR CORPORATION LTD.,Industrials,442,53.1,ranked,501,52.1,ranked,501,52.1,ranked,59,1,up,0,0,unchanged,59,1,up
GRASIM,GRASIM INDUSTRIES LTD,Basic Materials,443,53.1,ranked,691,50.4,ranked,691,50.4,ranked,248,2.7,up,0,0,unchanged,248,2.7,up
ENRIN,SIEMENS ENERGY INDIA LTD,Utilities,444,53.1,ranked,934,47.7,ranked,934,47.7,ranked,490,5.4,up,0,0,unchanged,490,5.4,up
SWARAJENG,SWARAJ ENGINES LTD,Consumer Cyclical,445,53.1,ranked,462,52.6,ranked,462,52.6,ranked,17,0.5,up,0,0,unchanged,17,0.5,up
SASKEN,SASKEN TECHNOLOGIES LTD,Technology,446,53,ranked,447,52.7,ranked,447,52.7,ranked,1,0.3,up,0,0,unchanged,1,0.3,up
RPGLIFE,RPG LIFE SCIENCES LTD,Healthcare,447,53,ranked,689,50.4,ranked,689,50.4,ranked,242,2.6,up,0,0,unchanged,242,2.6,up
IVALUE,IVALUE INFOSOLUTIONS LTD,Technology,448,53,ranked,436,52.8,ranked,436,52.8,ranked,-12,0.2,down,0,0,unchanged,-12,0.2,down
JSWSTEEL,JSW STEEL LIMITED,Basic Materials,449,53,ranked,624,51,ranked,624,51,ranked,175,2,up,0,0,unchanged,175,2,up
MARICO,MARICO LIMITED,Consumer Defensive,450,53,ranked,301,54.3,ranked,301,54.3,ranked,-149,-1.3,down,0,0,unchanged,-149,-1.3,down
AEGISLOG,AEGIS LOGISTICS LIMITED,Energy,451,53,ranked,608,51.2,ranked,608,51.2,ranked,157,1.8,up,0,0,unchanged,157,1.8,up
PARADEEP,PARADEEP PHOSPHATES LTD,Basic Materials,452,53,ranked,887,48.3,ranked,887,48.3,ranked,435,4.7,up,0,0,unchanged,435,4.7,up
KTKBANK,KARNATAKA BANK LIMITED,Financial Services,453,53,ranked,980,47,ranked,980,47,ranked,527,6,up,0,0,unchanged,527,6,up
CARTRADE,CARTRADE TECH LIMITED,Consumer Cyclical,454,53,ranked,108,57.3,ranked,108,57.3,ranked,-346,-4.3,down,0,0,unchanged,-346,-4.3,down
TTKPRESTIG,TTK PRESTIGE LTD,Consumer Cyclical,455,53,ranked,549,51.7,ranked,549,51.7,ranked,94,1.3,up,0,0,unchanged,94,1.3,up
AJAXENGG,AJAX ENGINEERING LIMITED,Industrials,456,53,ranked,262,54.8,ranked,262,54.8,ranked,-194,-1.8,down,0,0,unchanged,-194,-1.8,down
UDS,UPDATER SERVICES LIMITED,Industrials,457,53,ranked,665,50.7,ranked,665,50.7,ranked,208,2.3,up,0,0,unchanged,208,2.3,up
TAJGVK,TAJ GVK HOTELS & RESORTS,Consumer Cyclical,458,52.9,ranked,39,59.3,ranked,39,59.3,ranked,-419,-6.4,down,0,0,unchanged,-419,-6.4,down
DODLA,DODLA DAIRY LIMITED,Consumer Defensive,459,52.9,ranked,523,52,ranked,523,52,ranked,64,0.9,up,0,0,unchanged,64,0.9,up
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,Financial Services,460,52.8,ranked,490,52.2,ranked,490,52.2,ranked,30,0.6,up,0,0,unchanged,30,0.6,up
63MOONS,63 MOONS TECHNOLOGIES LTD,Technology,461,52.8,ranked,576,51.4,ranked,576,51.4,ranked,115,1.4,up,0,0,unchanged,115,1.4,up
RGL,RENAISSANCE GLOBAL LTD,Consumer Cyclical,462,52.8,ranked,432,52.8,ranked,432,52.8,ranked,-30,0,down,0,0,unchanged,-30,0,down
ADVENZYMES,ADVANCED ENZYME TECH LTD,Basic Materials,463,52.8,ranked,227,55.2,ranked,227,55.2,ranked,-236,-2.4,down,0,0,unchanged,-236,-2.4,down
NETWEB,NETWEB TECH INDIA LTD,Technology,464,52.8,ranked,649,50.8,ranked,649,50.8,ranked,185,2,up,0,0,unchanged,185,2,up
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,Basic Materials,465,52.8,ranked,1163,43.6,ranked,1163,43.6,ranked,698,9.2,up,0,0,unchanged,698,9.2,up
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,Basic Materials,466,52.8,ranked,1086,45.3,ranked,1086,45.3,ranked,620,7.5,up,0,0,unchanged,620,7.5,up
ALGOQUANT,ALGOQUANT FINTECH LIMITED,Financial Services,467,52.7,ranked,326,53.9,ranked,326,53.9,ranked,-141,-1.2,down,0,0,unchanged,-141,-1.2,down
MUKANDLTD,MUKAND LTD.,Basic Materials,468,52.7,ranked,552,51.6,ranked,552,51.6,ranked,84,1.1,up,0,0,unchanged,84,1.1,up
LEMONTREE,LEMON TREE HOTELS LTD,Consumer Cyclical,469,52.7,ranked,417,53,ranked,417,53,ranked,-52,-0.3,down,0,0,unchanged,-52,-0.3,down
GSFC,GUJ STATE FERT & CHEM LTD,Basic Materials,470,52.7,ranked,907,48.1,ranked,907,48.1,ranked,437,4.6,up,0,0,unchanged,437,4.6,up
NORTHARC,NORTHERN ARC CAPITAL LTD,Financial Services,471,52.7,ranked,296,54.3,ranked,296,54.3,ranked,-175,-1.6,down,0,0,unchanged,-175,-1.6,down
RUPA,RUPA & COMPANY LTD,Consumer Cyclical,472,52.7,ranked,587,51.4,ranked,587,51.4,ranked,115,1.3,up,0,0,unchanged,115,1.3,up
VSTIND,VST INDUSTRIES LTD,Consumer Defensive,473,52.6,ranked,176,56,ranked,176,56,ranked,-297,-3.4,down,0,0,unchanged,-297,-3.4,down
GOKULAGRO,GOKUL AGRO RESOURCES LTD,Consumer Defensive,474,52.6,ranked,753,49.8,ranked,753,49.8,ranked,279,2.8,up,0,0,unchanged,279,2.8,up
BALMLAWRIE,BALMER LAWRIE & CO LTD,Industrials,475,52.6,ranked,387,53.3,ranked,387,53.3,ranked,-88,-0.7,down,0,0,unchanged,-88,-0.7,down
JSWINFRA,JSW INFRASTRUCTURE LTD,Industrials,476,52.6,ranked,684,50.5,ranked,684,50.5,ranked,208,2.1,up,0,0,unchanged,208,2.1,up
STARHEALTH,STAR HEALTH & AL INS CO L,Financial Services,477,52.6,ranked,742,49.8,ranked,742,49.8,ranked,265,2.8,up,0,0,unchanged,265,2.8,up
HEXT,HEXAWARE TECHNOLOGIES LTD,Technology,478,52.6,ranked,253,54.9,ranked,253,54.9,ranked,-225,-2.3,down,0,0,unchanged,-225,-2.3,down
SAFARI,SAFARI IND (INDIA) LTD,Consumer Cyclical,479,52.6,ranked,314,54.1,ranked,314,54.1,ranked,-165,-1.5,down,0,0,unchanged,-165,-1.5,down
MARUTI,MARUTI SUZUKI INDIA LTD.,Consumer Cyclical,480,52.6,ranked,369,53.5,ranked,369,53.5,ranked,-111,-0.9,down,0,0,unchanged,-111,-0.9,down
SAIL,STEEL AUTHORITY OF INDIA,Basic Materials,481,52.6,ranked,909,48,ranked,909,48,ranked,428,4.6,up,0,0,unchanged,428,4.6,up
HAVELLS,HAVELLS INDIA LIMITED,Industrials,482,52.6,ranked,782,49.5,ranked,782,49.5,ranked,300,3.1,up,0,0,unchanged,300,3.1,up
GRAPHITE,GRAPHITE INDIA LTD,Industrials,483,52.6,ranked,880,48.4,ranked,880,48.4,ranked,397,4.2,up,0,0,unchanged,397,4.2,up
SBFC,SBFC FINANCE LIMITED,Financial Services,484,52.6,ranked,267,54.7,ranked,267,54.7,ranked,-217,-2.1,down,0,0,unchanged,-217,-2.1,down
MANORAMA,MANORAMA INDUSTRIES LTD,Consumer Defensive,485,52.6,ranked,309,54.2,ranked,309,54.2,ranked,-176,-1.6,down,0,0,unchanged,-176,-1.6,down
SURYAROSNI,SURYA ROSHNI LTD,Basic Materials,486,52.6,ranked,1050,46,ranked,1050,46,ranked,564,6.6,up,0,0,unchanged,564,6.6,up
JAICORPLTD,JAI CORP LIMITED,Basic Materials,487,52.5,ranked,340,53.8,ranked,340,53.8,ranked,-147,-1.3,down,0,0,unchanged,-147,-1.3,down
IZMO,IZMO LIMITED,Technology,488,52.5,ranked,181,55.9,ranked,181,55.9,ranked,-307,-3.4,down,0,0,unchanged,-307,-3.4,down
KALAMANDIR,SAI SILKS (KALAMANDIR) L,Consumer Cyclical,489,52.5,ranked,709,50.2,ranked,709,50.2,ranked,220,2.3,up,0,0,unchanged,220,2.3,up
RECLTD,REC LIMITED,Financial Services,490,52.5,ranked,365,53.5,ranked,365,53.5,ranked,-125,-1,down,0,0,unchanged,-125,-1,down
MEDANTA,GLOBAL HEALTH LIMITED,Healthcare,491,52.5,ranked,459,52.6,ranked,459,52.6,ranked,-32,-0.1,down,0,0,unchanged,-32,-0.1,down
UTLSOLAR,FUJIYAMA POWER SYSTEMS L,Technology,492,52.5,ranked,53,58.9,ranked,53,58.9,ranked,-439,-6.4,down,0,0,unchanged,-439,-6.4,down
PNCINFRA,PNC INFRATECH LTD.,Industrials,493,52.5,ranked,175,56.1,ranked,175,56.1,ranked,-318,-3.6,down,0,0,unchanged,-318,-3.6,down
INTERARCH,INTERARCH BLDNG SOLTN LTD,Industrials,494,52.5,ranked,463,52.6,ranked,463,52.6,ranked,-31,-0.1,down,0,0,unchanged,-31,-0.1,down
UNIONBANK,UNION BANK OF INDIA,Financial Services,495,52.5,ranked,424,52.9,ranked,424,52.9,ranked,-71,-0.4,down,0,0,unchanged,-71,-0.4,down
LAURUSLABS,LAURUS LABS LIMITED,Healthcare,496,52.5,ranked,1111,44.7,ranked,1111,44.7,ranked,615,7.8,up,0,0,unchanged,615,7.8,up
GABRIEL,GABRIEL INDIA LTD,Consumer Cyclical,497,52.5,ranked,1012,46.5,ranked,1012,46.5,ranked,515,6,up,0,0,unchanged,515,6,up
APLLTD,ALEMBIC PHARMA LTD,Healthcare,498,52.5,ranked,367,53.5,ranked,367,53.5,ranked,-131,-1,down,0,0,unchanged,-131,-1,down
JUBLINGREA,JUBILANT INGREVIA LIMITED,Basic Materials,499,52.5,ranked,696,50.4,ranked,696,50.4,ranked,197,2.1,up,0,0,unchanged,197,2.1,up
SHILPAMED,SHILPA MEDICARE LTD,Healthcare,500,52.5,ranked,596,51.3,ranked,596,51.3,ranked,96,1.2,up,0,0,unchanged,96,1.2,up
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,Industrials,501,52.4,ranked,543,51.7,ranked,543,51.7,ranked,42,0.7,up,0,0,unchanged,42,0.7,up
DIFFNKG,DIFFUSION ENGINEERS LTD,Industrials,502,52.4,ranked,389,53.3,ranked,389,53.3,ranked,-113,-0.9,down,0,0,unchanged,-113,-0.9,down
CERA,CERA SANITARYWARE LTD,Industrials,503,52.4,ranked,654,50.8,ranked,654,50.8,ranked,151,1.6,up,0,0,unchanged,151,1.6,up
AXISBANK,AXIS BANK LIMITED,Financial Services,504,52.4,ranked,498,52.2,ranked,498,52.2,ranked,-6,0.2,down,0,0,unchanged,-6,0.2,down
JSL,JINDAL STAINLESS LIMITED,Basic Materials,505,52.4,ranked,270,54.7,ranked,270,54.7,ranked,-235,-2.3,down,0,0,unchanged,-235,-2.3,down
MPHASIS,MPHASIS LIMITED,Technology,506,52.4,ranked,442,52.8,ranked,442,52.8,ranked,-64,-0.4,down,0,0,unchanged,-64,-0.4,down
