ticker,shortName,sector,current_rank,current_score,current_score_status,staged_rank,staged_score,staged_score_status,pushed_rank,pushed_score,pushed_score_status,rank_vs_staged,score_vs_staged,movement_vs_staged,staged_rank_vs_pushed,staged_score_vs_pushed,staged_movement_vs_pushed,rank_vs_pushed,score_vs_pushed,movement_vs_pushed
KIRLOSIND,KIRLOSKAR INDUSTRIES LTD,Industrials,888,48.1,ranked,896,48.2,ranked,896,48.2,ranked,8,-0.1,up,0,0,unchanged,8,-0.1,up
ATHERENERG,ATHER ENERGY LIMITED,Consumer Cyclical,889,48.1,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
COLPAL,COLGATE PALMOLIVE LTD.,Consumer Defensive,890,48,ranked,638,50.9,ranked,638,50.9,ranked,-252,-2.9,down,0,0,unchanged,-252,-2.9,down
SAILIFE,SAI LIFE SCIENCES LIMITED,Healthcare,891,48,ranked,668,50.7,ranked,668,50.7,ranked,-223,-2.7,down,0,0,unchanged,-223,-2.7,down
JINDALSAW,JINDAL SAW LIMITED,Basic Materials,892,48,ranked,758,49.7,ranked,758,49.7,ranked,-134,-1.7,down,0,0,unchanged,-134,-1.7,down
GODREJAGRO,GODREJ AGROVET LIMITED,Consumer Defensive,893,48,ranked,347,53.8,ranked,347,53.8,ranked,-546,-5.8,down,0,0,unchanged,-546,-5.8,down
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,Consumer Cyclical,894,48,ranked,745,49.8,ranked,745,49.8,ranked,-149,-1.8,down,0,0,unchanged,-149,-1.8,down
IPL,INDIA PESTICIDES LIMITED,Basic Materials,895,48,ranked,556,51.6,ranked,556,51.6,ranked,-339,-3.6,down,0,0,unchanged,-339,-3.6,down
RAMKY,RAMKY INFRA LTD,Industrials,896,48,ranked,748,49.8,ranked,748,49.8,ranked,-148,-1.8,down,0,0,unchanged,-148,-1.8,down
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,Healthcare,897,47.9,ranked,683,50.5,ranked,683,50.5,ranked,-214,-2.6,down,0,0,unchanged,-214,-2.6,down
PAYTM,ONE 97 COMMUNICATIONS LTD,Technology,898,47.9,ranked,997,46.8,ranked,997,46.8,ranked,99,1.1,up,0,0,unchanged,99,1.1,up
HEG,HEG LTD,Industrials,899,47.9,ranked,579,51.4,ranked,579,51.4,ranked,-320,-3.5,down,0,0,unchanged,-320,-3.5,down
CDSL,CENTRAL DEPO SER (I) LTD,Financial Services,900,47.9,ranked,867,48.5,ranked,867,48.5,ranked,-33,-0.6,down,0,0,unchanged,-33,-0.6,down
LATENTVIEW,LATENT VIEW ANALYTICS LTD,Industrials,901,47.9,ranked,760,49.7,ranked,760,49.7,ranked,-141,-1.8,down,0,0,unchanged,-141,-1.8,down
PITTIENG,PITTI ENGINEERING LIMITED,Industrials,902,47.9,ranked,1087,45.3,ranked,1087,45.3,ranked,185,2.6,up,0,0,unchanged,185,2.6,up
BHARATSE,BHARAT SEATS LIMITED,Consumer Cyclical,903,47.9,ranked,721,50.2,ranked,721,50.2,ranked,-182,-2.3,down,0,0,unchanged,-182,-2.3,down
KIRLOSBROS,KIRLOSKAR BROTHERS LTD,Industrials,904,47.9,ranked,1011,46.6,ranked,1011,46.6,ranked,107,1.3,up,0,0,unchanged,107,1.3,up
PFS,PTC INDIA FIN SERV LTD,Financial Services,905,47.9,ranked,822,49,ranked,822,49,ranked,-83,-1.1,down,0,0,unchanged,-83,-1.1,down
PHOENIXLTD,THE PHOENIX MILLS LTD,Real Estate,906,47.8,ranked,428,52.9,ranked,428,52.9,ranked,-478,-5.1,down,0,0,unchanged,-478,-5.1,down
WELSPUNLIV,WELSPUN LIVING LIMITED,Consumer Cyclical,907,47.8,ranked,1260,41,ranked,1260,41,ranked,353,6.8,up,0,0,unchanged,353,6.8,up
TBOTEK,TBO TEK LIMITED,Consumer Cyclical,908,47.8,ranked,774,49.6,ranked,774,49.6,ranked,-134,-1.8,down,0,0,unchanged,-134,-1.8,down
ARVIND,ARVIND LIMITED,Consumer Cyclical,909,47.8,ranked,610,51.2,ranked,610,51.2,ranked,-299,-3.4,down,0,0,unchanged,-299,-3.4,down
NAZARA,NAZARA TECHNOLOGIES LTD,Communication Services,910,47.8,ranked,957,47.3,ranked,957,47.3,ranked,47,0.5,up,0,0,unchanged,47,0.5,up
HNDFDS,HINDUSTAN FOODS LIMITED,Industrials,911,47.8,ranked,788,49.4,ranked,788,49.4,ranked,-123,-1.6,down,0,0,unchanged,-123,-1.6,down
MRF,MRF LTD,Consumer Cyclical,912,47.8,ranked,734,49.9,ranked,734,49.9,ranked,-178,-2.1,down,0,0,unchanged,-178,-2.1,down
CROMPTON,CROMPT GREA CON ELEC LTD,Consumer Cyclical,913,47.8,ranked,763,49.7,ranked,763,49.7,ranked,-150,-1.9,down,0,0,unchanged,-150,-1.9,down
HIKAL,HIKAL LIMITED,Healthcare,914,47.8,ranked,813,49.1,ranked,813,49.1,ranked,-101,-1.3,down,0,0,unchanged,-101,-1.3,down
EIDPARRY,EID PARRY INDIA LTD,Basic Materials,915,47.8,ranked,406,53.1,ranked,406,53.1,ranked,-509,-5.3,down,0,0,unchanged,-509,-5.3,down
ADFFOODS,ADF FOODS LIMITED,Consumer Defensive,916,47.8,ranked,375,53.4,ranked,375,53.4,ranked,-541,-5.6,down,0,0,unchanged,-541,-5.6,down
PRAKASH,PRAKASH INDUSTRIES LTD,Basic Materials,917,47.8,ranked,821,49,ranked,821,49,ranked,-96,-1.2,down,0,0,unchanged,-96,-1.2,down
BLSE,BLS E-SERVICES LIMITED,Industrials,918,47.8,ranked,840,48.8,ranked,840,48.8,ranked,-78,-1,down,0,0,unchanged,-78,-1,down
INA,INSOLATION ENERGY LIMITED,Technology,919,47.8,ranked,433,52.8,ranked,433,52.8,ranked,-486,-5,down,0,0,unchanged,-486,-5,down
FORTIS,FORTIS HEALTHCARE LTD,Healthcare,920,47.7,ranked,626,51,ranked,626,51,ranked,-294,-3.3,down,0,0,unchanged,-294,-3.3,down
VMM,VISHAL MEGA MART LIMITED,Consumer Cyclical,921,47.7,ranked,570,51.5,ranked,570,51.5,ranked,-351,-3.8,down,0,0,unchanged,-351,-3.8,down
ALKEM,ALKEM LABORATORIES LTD.,Healthcare,922,47.7,ranked,712,50.2,ranked,712,50.2,ranked,-210,-2.5,down,0,0,unchanged,-210,-2.5,down
ELECON,ELECON ENG. CO. LTD,Industrials,923,47.7,ranked,1158,43.7,ranked,1158,43.7,ranked,235,4,up,0,0,unchanged,235,4,up
KNRCON,KNR CONSTRU LTD.,Industrials,924,47.7,ranked,1067,45.7,ranked,1067,45.7,ranked,143,2,up,0,0,unchanged,143,2,up
PARKHOTELS,PARKHOTELS,Consumer Cyclical,925,47.7,ranked,1004,46.7,ranked,1004,46.7,ranked,79,1,up,0,0,unchanged,79,1,up
TRANSRAILL,TRANSRAIL LIGHTING LTD,Industrials,926,47.7,ranked,988,46.9,ranked,988,46.9,ranked,62,0.8,up,0,0,unchanged,62,0.8,up
SMSPHARMA,SMS PHARMACEUTICALS LTD.,Healthcare,927,47.7,ranked,812,49.1,ranked,812,49.1,ranked,-115,-1.4,down,0,0,unchanged,-115,-1.4,down
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,Technology,928,47.6,ranked,524,52,ranked,524,52,ranked,-404,-4.4,down,0,0,unchanged,-404,-4.4,down
TEXRAIL,TEXMACO RAIL & ENG. LTD.,Industrials,929,47.6,ranked,789,49.4,ranked,789,49.4,ranked,-140,-1.8,down,0,0,unchanged,-140,-1.8,down
LXCHEM,LAXMI ORGANIC INDUS LTD,Basic Materials,930,47.6,ranked,1296,38.9,ranked,1296,38.9,ranked,366,8.7,up,0,0,unchanged,366,8.7,up
TEAMLEASE,TEAMLEASE SERVICES LTD.,Industrials,931,47.6,ranked,749,49.8,ranked,749,49.8,ranked,-182,-2.2,down,0,0,unchanged,-182,-2.2,down
NILKAMAL,NILKAMAL LIMITED,Consumer Cyclical,932,47.6,ranked,241,55.1,ranked,241,55.1,ranked,-691,-7.5,down,0,0,unchanged,-691,-7.5,down
ASHAPURMIN,ASHAPURA MINECHEM LTD,Basic Materials,933,47.6,ranked,453,52.6,ranked,453,52.6,ranked,-480,-5,down,0,0,unchanged,-480,-5,down
POKARNA,POKARNA LIMITED,Industrials,934,47.6,ranked,1216,42.5,ranked,1216,42.5,ranked,282,5.1,up,0,0,unchanged,282,5.1,up
BFINVEST,BF INVESTMENT LIMITED,Financial Services,935,47.6,ranked,842,48.8,ranked,842,48.8,ranked,-93,-1.2,down,0,0,unchanged,-93,-1.2,down
PLATIND,PLATINUM INDUSTRIES LTD,Basic Materials,936,47.6,ranked,266,54.7,ranked,266,54.7,ranked,-670,-7.1,down,0,0,unchanged,-670,-7.1,down
SCILAL,SHIPPING CORP OF ILA LTD,Real Estate,937,47.6,ranked,952,47.5,ranked,952,47.5,ranked,15,0.1,up,0,0,unchanged,15,0.1,up
SKFINDIA,SKF INDIA LTD,Industrials,938,47.5,ranked,837,48.8,ranked,837,48.8,ranked,-101,-1.3,down,0,0,unchanged,-101,-1.3,down
KPITTECH,KPIT TECHNOLOGIES LIMITED,Technology,939,47.5,ranked,808,49.1,ranked,808,49.1,ranked,-131,-1.6,down,0,0,unchanged,-131,-1.6,down
SYNGENE,SYNGENE INTERNATIONAL LTD,Healthcare,940,47.5,ranked,919,47.9,ranked,919,47.9,ranked,-21,-0.4,down,0,0,unchanged,-21,-0.4,down
WHIRLPOOL,WHIRLPOOL OF INDIA LTD,Consumer Cyclical,941,47.5,ranked,1014,46.5,ranked,1014,46.5,ranked,73,1,up,0,0,unchanged,73,1,up
ATULAUTO,ATUL AUTO LIMITED,Consumer Cyclical,942,47.5,ranked,974,47.2,ranked,974,47.2,ranked,32,0.3,up,0,0,unchanged,32,0.3,up
ITDC,INDIA TOUR. DEV. CO. LTD.,Consumer Cyclical,943,47.5,ranked,977,47.1,ranked,977,47.1,ranked,34,0.4,up,0,0,unchanged,34,0.4,up
GMRAIRPORT,GMR AIRPORTS LIMITED,Industrials,944,47.5,ranked,410,53,ranked,410,53,ranked,-534,-5.5,down,0,0,unchanged,-534,-5.5,down
VHL,VARDHMAN HOLDINGS LIMITED,Financial Services,945,47.5,ranked,1016,46.5,ranked,1016,46.5,ranked,71,1,up,0,0,unchanged,71,1,up
EXIDEIND,EXIDE INDUSTRIES LTD,Consumer Cyclical,946,47.4,ranked,1066,45.7,ranked,1066,45.7,ranked,120,1.7,up,0,0,unchanged,120,1.7,up
ACC,ACC LIMITED,Basic Materials,947,47.4,ranked,825,48.9,ranked,825,48.9,ranked,-122,-1.5,down,0,0,unchanged,-122,-1.5,down
JINDALSTEL,JINDAL STEEL LIMITED,Basic Materials,948,47.4,ranked,797,49.3,ranked,797,49.3,ranked,-151,-1.9,down,0,0,unchanged,-151,-1.9,down
VIKRAMSOLR,VIKRAM SOLAR LIMITED,Technology,949,47.4,ranked,286,54.4,ranked,286,54.4,ranked,-663,-7,down,0,0,unchanged,-663,-7,down
VISHNU,VISHNU CHEMICALS LIMITED,Basic Materials,950,47.4,ranked,1042,46.1,ranked,1042,46.1,ranked,92,1.3,up,0,0,unchanged,92,1.3,up
AARTIDRUGS,AARTI DRUGS LTD.,Healthcare,951,47.4,ranked,1108,44.8,ranked,1108,44.8,ranked,157,2.6,up,0,0,unchanged,157,2.6,up
AYMSYNTEX,AYM SYNTEX LIMITED,Consumer Cyclical,952,47.4,ranked,942,47.6,ranked,942,47.6,ranked,-10,-0.2,down,0,0,unchanged,-10,-0.2,down
MEESHO,MEESHO LIMITED,Consumer Cyclical,953,47.4,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
SHREECEM,SHREE CEMENT LIMITED,Basic Materials,954,47.3,ranked,733,49.9,ranked,733,49.9,ranked,-221,-2.6,down,0,0,unchanged,-221,-2.6,down
BIOCON,BIOCON LIMITED.,Healthcare,955,47.3,ranked,1271,40.3,ranked,1271,40.3,ranked,316,7,up,0,0,unchanged,316,7,up
CEIGALL,CEIGALL INDIA LIMITED,Industrials,956,47.3,ranked,593,51.3,ranked,593,51.3,ranked,-363,-4,down,0,0,unchanged,-363,-4,down
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,Real Estate,957,47.3,ranked,695,50.4,ranked,695,50.4,ranked,-262,-3.1,down,0,0,unchanged,-262,-3.1,down
GUFICBIO,GUFIC BIOSCIENCES LTD.,Healthcare,958,47.3,ranked,659,50.7,ranked,659,50.7,ranked,-299,-3.4,down,0,0,unchanged,-299,-3.4,down
SMLMAH,SML MAHINDRA LIMITED,Consumer Cyclical,959,47.3,ranked,936,47.7,ranked,936,47.7,ranked,-23,-0.4,down,0,0,unchanged,-23,-0.4,down
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,Industrials,960,47.2,ranked,900,48.1,ranked,900,48.1,ranked,-60,-0.9,down,0,0,unchanged,-60,-0.9,down
ICICIPRULI,ICICI PRU LIFE INS CO LTD,Financial Services,961,47.2,ranked,1115,44.6,ranked,1115,44.6,ranked,154,2.6,up,0,0,unchanged,154,2.6,up
ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrials,962,47.2,ranked,868,48.5,ranked,868,48.5,ranked,-94,-1.3,down,0,0,unchanged,-94,-1.3,down
BANSALWIRE,BANSAL WIRE INDUSTRIES L,Basic Materials,963,47.2,ranked,706,50.3,ranked,706,50.3,ranked,-257,-3.1,down,0,0,unchanged,-257,-3.1,down
BETA,BETA DRUGS LIMITED,Healthcare,964,47.2,ranked,1088,45.3,ranked,1088,45.3,ranked,124,1.9,up,0,0,unchanged,124,1.9,up
ABREL,ADITYA BIRLA REAL EST LTD,Real Estate,965,47.2,ranked,1132,44.3,ranked,1132,44.3,ranked,167,2.9,up,0,0,unchanged,167,2.9,up
MIDHANI,MISHRA DHATU NIGAM LTD,Basic Materials,966,47.1,ranked,1040,46.1,ranked,1040,46.1,ranked,74,1,up,0,0,unchanged,74,1,up
UGROCAP,UGRO CAPITAL LIMITED,Financial Services,967,47.1,ranked,958,47.3,ranked,958,47.3,ranked,-9,-0.2,down,0,0,unchanged,-9,-0.2,down
GMRP&UI,GMR POW AND URBAN INFRA L,Energy,968,47.1,ranked,602,51.2,ranked,602,51.2,ranked,-366,-4.1,down,0,0,unchanged,-366,-4.1,down
DBL,DILIP BUILDCON LIMITED,Industrials,969,47.1,ranked,1112,44.7,ranked,1112,44.7,ranked,143,2.4,up,0,0,unchanged,143,2.4,up
INOXGREEN,INOX GREEN ENERGY SER LTD,Utilities,970,47.1,ranked,567,51.5,ranked,567,51.5,ranked,-403,-4.4,down,0,0,unchanged,-403,-4.4,down
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,Industrials,971,47.1,ranked,1248,41.4,ranked,1248,41.4,ranked,277,5.7,up,0,0,unchanged,277,5.7,up
DHANBANK,DHANLAXMI BANK LIMITED,Financial Services,972,47.1,ranked,1074,45.6,ranked,1074,45.6,ranked,102,1.5,up,0,0,unchanged,102,1.5,up
UNICHEMLAB,UNICHEM LABORATORIES LTD,Healthcare,973,47.1,ranked,984,47,ranked,984,47,ranked,11,0.1,up,0,0,unchanged,11,0.1,up
WOCKPHARMA,WOCKHARDT LIMITED,Healthcare,974,47.1,ranked,915,48,ranked,915,48,ranked,-59,-0.9,down,0,0,unchanged,-59,-0.9,down
MANKIND,MANKIND PHARMA LIMITED,Healthcare,975,47,ranked,987,46.9,ranked,987,46.9,ranked,12,0.1,up,0,0,unchanged,12,0.1,up
CESC,CESC LTD,Utilities,976,47,ranked,650,50.8,ranked,650,50.8,ranked,-326,-3.8,down,0,0,unchanged,-326,-3.8,down
ICIL,INDO COUNT INDUSTRIES LTD,Consumer Cyclical,977,47,ranked,705,50.3,ranked,705,50.3,ranked,-272,-3.3,down,0,0,unchanged,-272,-3.3,down
GMDCLTD,GUJARAT MINERAL DEV CORP,Energy,978,47,ranked,1225,42.1,ranked,1225,42.1,ranked,247,4.9,up,0,0,unchanged,247,4.9,up
AURUM,AURUM PROPTECH LIMITED,Real Estate,979,47,ranked,891,48.3,ranked,891,48.3,ranked,-88,-1.3,down,0,0,unchanged,-88,-1.3,down
ARKADE,ARKADE DEVELOPERS LIMITED,Real Estate,980,47,ranked,489,52.2,ranked,489,52.2,ranked,-491,-5.2,down,0,0,unchanged,-491,-5.2,down
RAYMONDREL,RAYMOND REALTY LIMITED,Real Estate,981,47,ranked,250,54.9,ranked,250,54.9,ranked,-731,-7.9,down,0,0,unchanged,-731,-7.9,down
CGPOWER,CG POWER AND IND SOL LTD,Industrials,982,46.9,ranked,806,49.1,ranked,806,49.1,ranked,-176,-2.2,down,0,0,unchanged,-176,-2.2,down
BBOX,BLACK BOX LIMITED,Technology,983,46.9,ranked,1107,44.8,ranked,1107,44.8,ranked,124,2.1,up,0,0,unchanged,124,2.1,up
STOVEKRAFT,STOVE KRAFT LIMITED,Consumer Cyclical,984,46.9,ranked,629,51,ranked,629,51,ranked,-355,-4.1,down,0,0,unchanged,-355,-4.1,down
ASTRAMICRO,ASTRA MICROWAVE LTD,Technology,985,46.9,ranked,397,53.3,ranked,397,53.3,ranked,-588,-6.4,down,0,0,unchanged,-588,-6.4,down
AQYLON,AQYLON NEXUS LIMITED,Communication Services,986,46.9,ranked,1058,45.9,ranked,1058,45.9,ranked,72,1,up,0,0,unchanged,72,1,up
ABB,ABB INDIA LIMITED,Industrials,987,46.8,ranked,859,48.6,ranked,859,48.6,ranked,-128,-1.8,down,0,0,unchanged,-128,-1.8,down
KAYNES,KAYNES TECHNOLOGY IND LTD,Technology,988,46.8,ranked,1034,46.2,ranked,1034,46.2,ranked,46,0.6,up,0,0,unchanged,46,0.6,up
RAILTEL,RAILTEL CORP OF IND LTD,Communication Services,989,46.8,ranked,933,47.7,ranked,933,47.7,ranked,-56,-0.9,down,0,0,unchanged,-56,-0.9,down
UCOBANK,UCO BANK,Financial Services,990,46.8,ranked,1144,43.9,ranked,1144,43.9,ranked,154,2.9,up,0,0,unchanged,154,2.9,up
MOL,MEGHMANI ORGANICS LIMITED,Basic Materials,991,46.8,ranked,1284,39.6,ranked,1284,39.6,ranked,293,7.2,up,0,0,unchanged,293,7.2,up
BALAJITELE,BALAJI TELEFILMS LIMITED.,Communication Services,992,46.8,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
JKCEMENT,JK CEMENT LIMITED,Basic Materials,993,46.7,ranked,1027,46.3,ranked,1027,46.3,ranked,34,0.4,up,0,0,unchanged,34,0.4,up
SONATSOFTW,SONATA SOFTWARE LTD,Technology,994,46.7,ranked,697,50.4,ranked,697,50.4,ranked,-297,-3.7,down,0,0,unchanged,-297,-3.7,down
AARTIPHARM,AARTI PHARMALABS LIMITED,Healthcare,995,46.7,ranked,1256,41.1,ranked,1256,41.1,ranked,261,5.6,up,0,0,unchanged,261,5.6,up
SHRIPISTON,SPR AUTO TECHNOLOGIES LTD,Consumer Cyclical,996,46.7,ranked,899,48.2,ranked,899,48.2,ranked,-97,-1.5,down,0,0,unchanged,-97,-1.5,down
SUMMITSEC,SUMMIT SECURITIES LTD,Financial Services,997,46.7,ranked,1056,46,ranked,1056,46,ranked,59,0.7,up,0,0,unchanged,59,0.7,up
ASTRAZEN,ASTRAZENECA PHARMA IND LT,Healthcare,998,46.7,ranked,1120,44.6,ranked,1120,44.6,ranked,122,2.1,up,0,0,unchanged,122,2.1,up
AETHER,AETHER INDUSTRIES LIMITED,Basic Materials,999,46.6,ranked,704,50.3,ranked,704,50.3,ranked,-295,-3.7,down,0,0,unchanged,-295,-3.7,down
PDSL,PDS LIMITED,Industrials,1000,46.6,ranked,1168,43.5,ranked,1168,43.5,ranked,168,3.1,up,0,0,unchanged,168,3.1,up
CEATLTD,CEAT LIMITED,Consumer Cyclical,1001,46.6,ranked,976,47.1,ranked,976,47.1,ranked,-25,-0.5,down,0,0,unchanged,-25,-0.5,down
PARAS,PARAS DEF AND SPCE TECH L,Industrials,1002,46.6,ranked,574,51.5,ranked,574,51.5,ranked,-428,-4.9,down,0,0,unchanged,-428,-4.9,down
AHLUCONT,AHLUWALIA CONT IND LTD,Industrials,1003,46.6,ranked,655,50.8,ranked,655,50.8,ranked,-348,-4.2,down,0,0,unchanged,-348,-4.2,down
AGIIL,AGI INFRA LIMITED,Real Estate,1004,46.6,ranked,1072,45.6,ranked,1072,45.6,ranked,68,1,up,0,0,unchanged,68,1,up
JINDALPOLY,JINDAL POLY FILMS LIMITED,Consumer Cyclical,1005,46.6,ranked,940,47.6,ranked,940,47.6,ranked,-65,-1,down,0,0,unchanged,-65,-1,down
TITAGARH,TITAGARH RAIL SYSTEMS LTD,Industrials,1006,46.5,ranked,1277,40.1,ranked,1277,40.1,ranked,271,6.4,up,0,0,unchanged,271,6.4,up
JYOTICNC,JYOTI CNC AUTOMATION LTD,Industrials,1007,46.5,ranked,676,50.6,ranked,676,50.6,ranked,-331,-4.1,down,0,0,unchanged,-331,-4.1,down
SUNFLAG,SUNFLAG IRON AND STEEL CO,Basic Materials,1008,46.5,ranked,1053,46,ranked,1053,46,ranked,45,0.5,up,0,0,unchanged,45,0.5,up
GSPCROP,GSP CROP SCIENCE LIMITED,Basic Materials,1009,46.5,ranked,720,50.2,ranked,720,50.2,ranked,-289,-3.7,down,0,0,unchanged,-289,-3.7,down
AMBUJACEM,AMBUJA CEMENTS LTD,Basic Materials,1010,46.4,ranked,824,48.9,ranked,824,48.9,ranked,-186,-2.5,down,0,0,unchanged,-186,-2.5,down
INDIANHUME,INDIAN HUME PIPE CO. LTD.,Industrials,1011,46.4,ranked,1176,43.4,ranked,1176,43.4,ranked,165,3,up,0,0,unchanged,165,3,up
TORNTPOWER,TORRENT POWER LTD,Utilities,1012,46.4,ranked,1028,46.3,ranked,1028,46.3,ranked,16,0.1,up,0,0,unchanged,16,0.1,up
KSB,KSB LIMITED,Industrials,1013,46.4,ranked,1045,46.1,ranked,1045,46.1,ranked,32,0.3,up,0,0,unchanged,32,0.3,up
SURAKSHA,SURAKSHA DIAGNOSTIC LTD,Healthcare,1014,46.4,ranked,1210,42.7,ranked,1210,42.7,ranked,196,3.7,up,0,0,unchanged,196,3.7,up
JINDWORLD,JINDAL WORLDWIDE LTD,Consumer Cyclical,1015,46.4,ranked,1171,43.5,ranked,1171,43.5,ranked,156,2.9,up,0,0,unchanged,156,2.9,up
SFL,SHEELA FOAM LIMITED,Consumer Cyclical,1016,46.3,ranked,871,48.5,ranked,871,48.5,ranked,-145,-2.2,down,0,0,unchanged,-145,-2.2,down
HGINFRA,H.G.INFRA ENGINEERING LTD,Industrials,1017,46.3,ranked,995,46.8,ranked,995,46.8,ranked,-22,-0.5,down,0,0,unchanged,-22,-0.5,down
SUVEN,SUVEN LIFE SCIENCES LTD,Healthcare,1018,46.3,ranked,,,insufficient valuation data,,,insufficient valuation data,,,newly ranked,,,unranked,,,newly ranked
NBCC,NBCC (INDIA) LIMITED,Industrials,1019,46.2,ranked,1085,45.3,ranked,1085,45.3,ranked,66,0.9,up,0,0,unchanged,66,0.9,up
UFLEX,UFLEX LIMITED,Consumer Cyclical,1020,46.2,ranked,949,47.5,ranked,949,47.5,ranked,-71,-1.3,down,0,0,unchanged,-71,-1.3,down
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,Industrials,1021,46.1,ranked,1043,46.1,ranked,1043,46.1,ranked,22,0,up,0,0,unchanged,22,0,up
ROSSARI,ROSSARI BIOTECH LIMITED,Basic Materials,1022,46.1,ranked,930,47.7,ranked,930,47.7,ranked,-92,-1.6,down,0,0,unchanged,-92,-1.6,down
ADVAIT,ADVAIT ENRGY TRANSITION L,Industrials,1023,46.1,ranked,884,48.4,ranked,884,48.4,ranked,-139,-2.3,down,0,0,unchanged,-139,-2.3,down
NFL,NATIONAL FERT. LTD,Basic Materials,1024,46.1,ranked,1195,43,ranked,1195,43,ranked,171,3.1,up,0,0,unchanged,171,3.1,up
UFBL,UNITED FOODBRANDS LIMITED,Consumer Cyclical,1025,46.1,ranked,1047,46.1,ranked,1047,46.1,ranked,22,0,up,0,0,unchanged,22,0,up
KPIGREEN,KPI GREEN ENERGY LIMITED,Utilities,1026,46.1,ranked,678,50.5,ranked,678,50.5,ranked,-348,-4.4,down,0,0,unchanged,-348,-4.4,down
