ticker,shortName,sector,currentPrice,pct_below_52w_high,trailingPE,roe_pct,debtToEquity,promoter_pct,institutional_pct,institutions_count,avg_delivery_pct,delivery_trend,score,ownership_score,shareholding_score,final_score,reasons,shareholding_reasons
STEELXIND,STEEL EXCHANGE INDIA LTD,Basic Materials,10.539999961853027,24.444443684847208,42.16,3.663,54.377,61.6,0.0,0.0,61.8,-2.8,7,2,2,11,24% below 52w high; earnings +33%,strong promoter 61.6%
NH,NARAYANA HRUDAYALAYA LTD.,Healthcare,1799.300048828125,14.044809303118663,44.58127,19.845,129.033,67.2,12.9,82.0,62.4,0.2,7,2,2,11,ROE 20%; rev +80%,strong promoter 67.2%
UNOMINDA,UNO MINDA LIMITED,Consumer Cyclical,1260.5,8.791606367583213,60.42665,19.202,37.74,68.5,20.7,113.0,48.7,-0.1,8,1,2,11,ROE 19%; low D/E 38; rev +24%,strong promoter 68.5%
XPROINDIA,XPRO INDIA LIMITED,Basic Materials,1121.0999755859375,28.8100113776225,79.11785,2.777,40.676,50.8,12.5,9.0,56.3,4.0,8,1,2,11,29% below 52w high; low D/E 41; earnings +93%; rev +20%,strong promoter 50.8%
BHAGCHEM,BHAGIRADHA CHEM & INDS L,Basic Materials,283.8999938964844,10.413379815582918,133.28638,2.633,33.579,64.5,3.7,5.0,52.3,18.5,6,3,2,11,low D/E 34; earnings +31%; rev +58%,strong promoter 64.5%
PARKHOTELS,PARKHOTELS,Consumer Cyclical,116.4000015258789,29.067643390303814,37.79221,4.9250003,27.784,72.3,8.6,9.0,61.5,6.6,5,4,2,11,29% below 52w high; low D/E 28,strong promoter 72.3%
SUPRAJIT,SUPRAJIT ENGINEERING LTD,Consumer Cyclical,511.3500061035156,8.565041376215357,37.544052,13.446,69.079,50.6,21.5,22.0,54.4,8.6,6,3,2,11,rev +24%,strong promoter 50.6%
RAJRATAN,RAJRATAN GLOBAL WIRE LTD,Basic Materials,505.3500061035156,10.390992966589922,32.208416,11.594,49.797,69.7,7.8,8.0,45.5,8.1,6,3,2,11,low D/E 50; earnings +70%; rev +29%,strong promoter 69.7%
MOLDTKPAC,MOLD-TEK PACKAGING LTD,Consumer Cyclical,682.4000244140625,21.60826830395606,29.786121,10.976,31.851,39.2,29.0,18.0,50.3,9.7,7,3,1,11,22% below 52w high; low D/E 32; rev +25%,institutional 29.0%
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,Technology,414.2999877929687,34.75590743417815,28.67128,13.317999,98.705,46.0,8.2,28.0,36.4,-2.6,10,0,1,11,35% below 52w high; earnings +18%; rev +14%,promoter 46.0%
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,Financial Services,71.93000030517578,2.7184231401984262,15.70524,10.739,36.47490111253225,0.0,38.9,55.0,47.5,0.1,9,1,1,11,low D/E 36; margin 20%; earnings +202%; rev +50%; PE 16,institutional 38.9%
GMMPFAUDLR,GMM PFAUDLER LIMITED,Industrials,1018.2000122070312,22.12619409506453,64.812225,4.5809999999999995,84.461,40.7,20.0,28.0,51.0,5.9,7,3,1,11,22% below 52w high; earnings +114%; rev +16%,promoter 40.7%
PREMEXPLN,PREMIER EXPLOSIVES LTD,Basic Materials,663.5499877929688,20.03494847501475,106.50883,17.044999999999998,11.133,43.6,10.1,8.0,64.9,6.5,6,4,1,11,20% below 52w high; low D/E 11,promoter 43.6%
SOUTHBANK,THE SOUTH INDIAN BANK LTD,Financial Services,45.15999984741211,9.499001069185455,7.8402777,13.596,30.018463358470747,4.9,29.6,50.0,44.4,-3.7,10,0,1,11,low D/E 30; margin 29%; earnings +17%; PE 8,institutional 29.6%
TATACONSUM,TATA CONSUMER PRODUCT LTD,Consumer Defensive,1056.300048828125,17.650262022455916,63.82478,6.94,12.159,34.4,33.8,211.0,58.1,5.4,7,3,1,11,low D/E 12; earnings +28%; rev +12%,institutional 33.8%
CENTUM,CENTUM ELECTRONICS LTD,Technology,3446.0,13.172748498188849,54.12282,28.000998,37.984,49.9,19.1,13.0,50.1,-4.2,9,1,1,11,ROE 28%; low D/E 38; earnings +1719%,promoter 49.9%
PRECAM,PRECISION CAMSHAFTS LTD.,Consumer Cyclical,130.67999267578125,50.122140200083486,30.320185,6.295000000000001,13.008,78.5,0.1,3.0,46.0,10.0,6,3,2,11,50% below 52w high; low D/E 13,strong promoter 78.5%; ⚠ very high promoter = low float
HAVELLS,HAVELLS INDIA LIMITED,Industrials,1278.0,21.164640105674295,49.153847,21.19,2.801,63.5,23.8,181.0,59.4,-3.0,8,1,2,11,21% below 52w high; ROE 21%; low D/E 3; rev +20%,strong promoter 63.5%
SHILPAMED,SHILPA MEDICARE LTD,Healthcare,820.9500122070312,1.5765452300449572,54.045425,9.822,25.465,57.0,10.5,28.0,39.7,11.7,7,2,2,11,low D/E 25; margin 18%; earnings +115%; rev +45%,strong promoter 57.0%
ATUL,ATUL LTD,Basic Materials,6510.5,9.32451253481894,24.073732,11.529,2.907,46.2,28.0,53.0,52.9,7.0,6,3,2,11,low D/E 3; earnings +92%; rev +25%,promoter 46.2%; institutional 28.0%
VINDHYATEL,VINDHYA TELELINKS LTD,Industrials,2436.0,6.3076923076923075,12.3273115,5.311,34.118,58.7,9.1,7.0,44.3,6.1,7,2,2,11,low D/E 34; earnings +76%; PE 12,strong promoter 58.7%
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,Financial Services,1574.199951171875,23.73062252074249,11.071881,18.035,623.156,47.1,33.3,82.0,61.5,-11.9,8,1,2,11,24% below 52w high; ROE 18%; rev +17%; PE 11,promoter 47.1%; institutional 33.3%
HIKAL,HIKAL LIMITED,Healthcare,212.2599945068359,24.916878195466644,58.81,-4.05,57.040373707040374,69.1,6.7,9.0,46.0,8.4,6,3,2,11,25% below 52w high; earnings +68%; rev +37%,strong promoter 69.1%
MONARCH,MONARCH NETWORTH CAP LTD,Financial Services,391.8500061035156,3.71053093760166,17.186405,20.495,3.83,70.4,1.2,3.0,48.2,1.6,8,1,2,11,ROE 20%; low D/E 4; margin 51%; PE 17,strong promoter 70.4%
AUBANK,AU SMALL FINANCE BANK LTD,Financial Services,1088.0,1.618593364580713,28.83647,16.46999999999999,69.44966791535315,31.5,49.9,204.0,55.2,2.7,8,1,2,11,margin 21%; earnings +35%; rev +30%,high institutional 49.9%
TRUALT,TRUALT BIOENERGY LIMITED,Energy,462.6000061035156,14.649445368355051,26.709007,8.254,104.636,77.7,7.8,6.0,49.4,5.7,6,3,2,11,earnings +896%; rev +106%,strong promoter 77.7%; ⚠ very high promoter = low float
STARHEALTH,STAR HEALTH & AL INS CO L,Financial Services,575.5,7.905268440400916,50.660213,7.507,6.2241598046408395,77.4,,68.0,57.5,5.3,6,3,2,11,low D/E 6; earnings +110%; rev +1408%,strong promoter 77.4%; ⚠ very high promoter = low float
OPTIEMUS,OPTIEMUS INFRACOM LTD,Technology,551.75,22.61570827489481,68.201485,8.7139994,45.355,72.5,2.6,9.0,51.3,1.2,8,1,2,11,23% below 52w high; low D/E 45; earnings +46%; rev +103%,strong promoter 72.5%
FILATEX,FILATEX INDIA LTD,Consumer Cyclical,81.51000213623047,6.6002002158820625,18.955814,14.81,9.979,71.7,6.5,7.0,40.3,8.7,7,2,2,11,low D/E 10; earnings +17%,strong promoter 71.7%
POLYMED,POLY MEDICURE LIMITED,Healthcare,1769.5999755859375,17.49731660427226,57.454548,10.845,11.227,64.6,18.0,59.0,46.8,8.7,6,3,2,11,low D/E 11; margin 16%; rev +30%,strong promoter 64.6%
TSFINV,TSF INVESTMENTS LIMITED,Financial Services,424.7000122070313,39.45830189493496,19.392694,9.0629995,3.85,0.0,6.0,16.0,57.9,5.6,8,3,0,11,39% below 52w high; low D/E 4; margin 45%; rev +71%,
LGBBROSLTD,LG BALAKRISHNAN & BROS,Consumer Cyclical,1599.5999755859375,21.894532442092896,15.991202,15.689,10.719,37.7,17.2,17.0,58.0,0.6,10,1,0,11,22% below 52w high; low D/E 11; rev +22%; PE 16,
GREENPLY,GREENPLY INDUSTRIES LTD,Basic Materials,287.1499938964844,14.129784946894029,36.256313,10.536,57.505,48.2,38.7,19.0,55.1,7.4,6,3,2,11,earnings +32%; rev +21%,promoter 48.2%; institutional 38.7%
PRINCEPIPE,PRINCE PIPES FITTINGS LTD,Industrials,283.1000061035156,20.921786004604577,30.704988,4.671,8.838,60.6,20.6,12.0,54.5,2.7,8,1,2,11,21% below 52w high; low D/E 9; earnings +593%,strong promoter 60.6%
MANKIND,MANKIND PHARMA LIMITED,Healthcare,2385.0,10.80777860882573,48.357666,12.452,38.111,75.4,19.8,175.0,54.0,1.8,8,1,2,11,low D/E 38; earnings +30%; rev +13%,strong promoter 75.4%; ⚠ very high promoter = low float
LLOYDSME,LLOYDS METALS N ENERGY L,Basic Materials,1891.4000244140625,10.99294002757353,22.298986,36.945,145.214,77.7,3.2,60.0,53.3,3.7,8,1,2,11,ROE 37%; margin 22%; earnings +169%; rev +209%,strong promoter 77.7%; ⚠ very high promoter = low float
JBMA,JBM AUTO LIMITED,Consumer Cyclical,623.3499755859375,21.09493979924842,65.82365,15.988,190.282,83.0,1.6,36.0,41.2,6.9,7,2,2,11,21% below 52w high; rev +15%,strong promoter 83.0%; ⚠ very high promoter = low float
AMBUJACEM,AMBUJA CEMENTS LTD,Basic Materials,411.0,31.59121032778257,23.02521,8.302,1.205,69.4,22.9,159.0,51.4,6.9,6,3,2,11,32% below 52w high; low D/E 1,strong promoter 69.4%
SANGHVIMOV,SANGHVI MOVERS LTD,Industrials,490.7000122070313,7.064391627456203,21.297743,15.026,51.403,57.9,1.4,9.0,45.3,1.6,8,1,2,11,margin 17%; earnings +30%; rev +39%,strong promoter 57.9%
EBGNG,GNG ELECTRONICS LIMITED,Technology,624.75,9.390862944162436,50.10024,26.766002,58.541,79.2,6.9,9.0,48.6,-1.3,8,1,2,11,ROE 27%; earnings +25%; rev +32%,strong promoter 79.2%; ⚠ very high promoter = low float
KEI,KEI INDUSTRIES LTD.,Industrials,5675.0,3.797253771825733,55.495792,14.753,3.796,36.0,43.9,139.0,46.0,-0.0,8,1,2,11,low D/E 4; earnings +40%; rev +23%,high institutional 43.9%
LODHA,LODHA DEVELOPERS LIMITED,Real Estate,1240.0,7.803260714677935,30.053322,15.71,42.238,70.3,18.0,208.0,40.4,-2.7,9,0,2,11,low D/E 42; margin 23%; earnings +103%; rev +43%,strong promoter 70.3%
MARSONS,MARSONS LIMITED,Industrials,112.1500015258789,36.06043020043298,43.808594,27.24,0.321,72.0,0.0,1.0,29.6,-4.7,9,0,2,11,36% below 52w high; ROE 27%; low D/E 0; margin 18%,strong promoter 72.0%
INDOBORAX,INDO BORAX & CHEMICAL LTD,Basic Materials,498.1499938964844,2.304373434133711,28.352304,13.925,0.37,50.2,20.0,2.0,29.8,1.4,9,0,2,11,low D/E 0; margin 23%; earnings +42%; rev +25%,strong promoter 50.2%
ASTRAL,ASTRAL LIMITED,Industrials,1532.0,13.382708074088336,71.355385,13.797999999999998,6.168,85.8,,153.0,41.5,1.2,9,0,2,11,low D/E 6; earnings +48%; rev +16%,strong promoter 85.8%; ⚠ very high promoter = low float
DOLPHIN,DOLPHIN OFF ENT (IND) L,Energy,621.5999755859375,5.280003720238096,34.495003,21.903,57.496,90.2,0.0,0.0,58.7,-32.2,9,0,2,11,ROE 22%; margin 50%; earnings +31%; rev +161%,strong promoter 90.2%; ⚠ very high promoter = low float
POLICYBZR,PB FINTECH LIMITED,Financial Services,1779.5999755859375,9.848025552890704,108.5122,9.7440004,4.922,24.4,61.1,227.0,52.5,9.3,6,3,2,11,low D/E 5; earnings +92%; rev +40%,high institutional 61.1%
FDC,FDC LIMITED,Healthcare,350.1499938964844,33.65858241856727,19.46359,11.8090004,0.622,94.8,,16.0,55.6,2.2,8,1,2,11,34% below 52w high; low D/E 1,strong promoter 94.8%; ⚠ very high promoter = low float
IMPAL,IND MOTOR PART & ACC LTD,Consumer Cyclical,1106.5999755859375,10.678831723382704,14.122001,3.78,0.0,54.5,0.0,0.0,63.5,3.5,7,2,2,11,low D/E 0; earnings +15%; PE 14,strong promoter 54.5%
DBL,DILIP BUILDCON LIMITED,Industrials,415.0,29.059829059829063,5.395917,22.893,115.513,76.2,6.3,18.0,38.8,21.9,7,2,2,11,29% below 52w high; ROE 23%; PE 5,strong promoter 76.2%; ⚠ very high promoter = low float
GATEWAY,GATEWAY DISTRIPARKS LTD,Industrials,55.099998474121094,21.84397379557291,11.244898,10.375,25.362,33.9,34.8,19.0,62.1,7.2,6,4,1,11,22% below 52w high; low D/E 25; PE 11,institutional 34.8%
NAUKRI,INFO EDGE (I) LTD,Communication Services,1360.9000244140625,5.348450535715286,55.16417,4.5679998,0.64,47.2,38.7,203.0,53.3,3.4,8,1,2,11,low D/E 1; margin 47%; earnings +51%; rev +11%,promoter 47.2%; institutional 38.7%
PSPPROJECT,PSP PROJECTS LIMITED,Industrials,923.3499755859376,19.216975014353675,49.749462,5.609999999999999,26.131,71.1,2.9,11.0,48.5,4.2,8,1,2,11,low D/E 26; earnings +4109%; rev +65%,strong promoter 71.1%
BERGEPAINT,BERGER PAINTS (I) LTD,Basic Materials,528.5499877929688,11.100832790359451,51.11702,17.226,9.165,75.6,15.6,74.0,47.7,3.4,8,1,2,11,low D/E 9; earnings +28%; rev +12%,strong promoter 75.6%; ⚠ very high promoter = low float
FEDFINA,FEDBANK FINANCIAL SER L,Financial Services,154.02999877929688,13.699012513181952,15.190334,15.939999999999998,467.341,61.8,15.8,16.0,52.9,1.6,8,1,2,11,margin 29%; earnings +51%; rev +32%; PE 15,strong promoter 61.8%
KROSS,KROSS LIMITED,Consumer Cyclical,210.36000061035156,11.46464848207804,24.013699,11.948,10.969,68.6,4.9,4.0,38.9,9.4,7,2,2,11,low D/E 11; earnings +24%; rev +32%,strong promoter 68.6%
RUBICON,RUBICON RESEARCH LIMITED,Healthcare,1760.5999755859375,3.269051194885347,100.893974,26.967999999999996,24.131,77.6,12.3,23.0,43.4,-4.3,9,0,2,11,ROE 27%; low D/E 24; earnings +97%; rev +44%,strong promoter 77.6%; ⚠ very high promoter = low float
INDGN,INDEGENE LIMITED,Healthcare,566.7000122070312,5.043561695979667,34.076973,13.941,5.043,55.7,21.9,42.0,56.4,8.2,6,3,2,11,low D/E 5; rev +40%,strong promoter 55.7%
MRF,MRF LTD,Consumer Cyclical,134000.0,18.09290953545232,23.484053,12.258001,15.288,47.9,18.2,148.0,47.0,9.7,7,3,1,11,low D/E 15,promoter 47.9%
AADHARHFC,AADHAR HOUSING FINANCE L,Financial Services,474.9500122070313,15.63942944812944,18.4375,15.753001,255.574,74.7,11.3,46.0,55.9,2.1,7,1,2,10,margin 48%; earnings +18%; rev +20%,strong promoter 74.7%
JLHL,JUPITER LIFE LINE HOSP L,Healthcare,317.70001220703125,6.558819939108456,55.34844,13.39,37.837,66.9,23.6,38.0,53.2,7.0,5,3,2,10,low D/E 38; rev +18%,strong promoter 66.9%
GENUSPOWER,GENUS POWER INFRASTRU LTD,Industrials,334.25,8.299039780521262,14.265899,28.997,103.821,61.7,6.5,22.0,51.0,-8.0,8,0,2,10,ROE 29%; earnings +43%; rev +45%; PE 14,strong promoter 61.7%
SYRMA,SYRMA SGS TECHNOLOGY LTD,Technology,1443.699951171875,6.43551839456416,74.8807,14.142999,13.045,59.6,17.2,61.0,37.8,-4.1,8,0,2,10,low D/E 13; earnings +86%; rev +68%,strong promoter 59.6%
ROSSARI,ROSSARI BIOTECH LIMITED,Basic Materials,511.7000122070313,25.87280584445009,18.81942,11.848,32.695,68.1,18.4,13.0,51.4,-5.4,8,0,2,10,26% below 52w high; low D/E 33; rev +28%,strong promoter 68.1%
DIAMONDYD,PRATAAP SNACKS LIMITED,Consumer Defensive,1175.0,5.622489959839357,243.27122,1.398,6.454,26.4,53.2,7.0,60.9,-1.6,3,5,2,10,low D/E 6,high institutional 53.2%
GANESHHOU,GANESH HOUSING LIMITED,Real Estate,826.7999877929688,10.145088751210707,26.0,14.415,13.079,82.2,0.5,9.0,51.3,0.3,7,1,2,10,low D/E 13; margin 41%; rev +86%,strong promoter 82.2%; ⚠ very high promoter = low float
KINGFA,KINGFA SCI & TEC IND LTD.,Basic Materials,5857.5,5.524193548387097,34.352825,17.412001,1.101,75.3,6.7,6.0,54.2,-11.5,8,0,2,10,low D/E 1; earnings +26%; rev +23%,strong promoter 75.3%; ⚠ very high promoter = low float
SAATVIKGL,SAATVIK GREEN ENERGY LTD,Technology,401.0,29.276895943562607,20.702116,42.051,69.034,84.8,10.5,7.0,51.2,-3.5,7,1,2,10,29% below 52w high; ROE 42%; rev +75%,strong promoter 84.8%; ⚠ very high promoter = low float
IGPL,I G PETROCHEMICALS LTD,Basic Materials,471.0499877929687,11.531603532049218,17.78218,0.166,27.136,73.5,0.1,3.0,56.6,-6.8,8,0,2,10,low D/E 27; earnings +48%; rev +31%; PE 18,strong promoter 73.5%
TVSHLTD,TVS HOLDINGS LIMITED,Consumer Cyclical,13968.0,14.290973798858689,14.34926,29.418,289.853,75.9,11.5,32.0,54.8,-4.6,7,1,2,10,ROE 29%; earnings +82%; rev +36%; PE 14,strong promoter 75.9%; ⚠ very high promoter = low float
ISGEC,ISGEC HEAVY ENG LTD,Industrials,761.75,31.614149986153528,50.58101,5.371,32.93,63.2,11.9,24.0,56.8,-4.5,7,1,2,10,32% below 52w high; low D/E 33; rev +48%,strong promoter 63.2%
IGARASHI,IGARASHI MOTORS INDIA LTD,Consumer Cyclical,446.7999877929687,19.92831759982639,85.59387,2.606,31.472,76.6,3.1,2.0,45.4,3.4,7,1,2,10,low D/E 31; earnings +169%; rev +22%,strong promoter 76.6%; ⚠ very high promoter = low float
BETA,BETA DRUGS LIMITED,Healthcare,2295.0,18.266317183017573,51.981876,18.776,60.386,0.0,0.0,0.0,47.0,3.3,9,1,0,10,ROE 19%; earnings +28%; rev +25%,
HONASA,HONASA CONSUMER LIMITED,Consumer Defensive,483.7999877929687,5.100039353190152,63.4076,15.449001,9.586,38.7,46.0,54.0,48.6,-12.9,8,0,2,10,low D/E 10; earnings +119%; rev +27%,high institutional 46.0%
GREENLAM,GREENLAM INDUSTRIES LTD.,Consumer Cyclical,256.20001220703125,8.050099516459099,70.38461,4.862,98.417,80.8,8.5,9.0,50.9,10.9,5,3,2,10,earnings +2541%; rev +18%,strong promoter 80.8%; ⚠ very high promoter = low float
APLAPOLLO,APL APOLLO TUBES LTD,Basic Materials,2140.0,7.013118501455572,48.252537,25.313999999999997,9.396,36.9,52.8,195.0,50.4,-1.1,7,1,2,10,ROE 25%; low D/E 9,high institutional 52.8%
LLOYDSENGG,LLOYDS ENGG WORK LIMITED,Industrials,92.25,7.518796992481203,53.94737,16.820998,6.45,55.1,1.2,15.0,40.4,3.6,8,0,2,10,low D/E 6; earnings +92%; rev +143%,strong promoter 55.1%
BELRISE,BELRISE INDUSTRIES LTD,Consumer Cyclical,234.0800018310547,12.72185265585982,41.13884,12.516,29.1,62.2,17.4,43.0,45.7,-0.1,7,1,2,10,low D/E 29; rev +13%,strong promoter 62.2%
KALYANKJIL,KALYAN JEWELLERS IND LTD,Consumer Cyclical,596.0,8.159336036831581,42.97044,24.305001,96.966,62.9,19.7,129.0,18.3,4.5,8,0,2,10,ROE 24%; earnings +32%; rev +46%,strong promoter 62.9%
ALICON,ALICON CASTALLOY LIMITED,Industrials,746.75,26.932485322896284,33.411633,5.638,56.406,71.6,10.5,6.0,58.8,-12.5,8,0,2,10,27% below 52w high; earnings +23%; rev +38%,strong promoter 71.6%
INDIANHUME,INDIAN HUME PIPE CO. LTD.,Industrials,368.3500061035156,14.73379488344546,13.597268,9.864,28.091,74.8,2.2,6.0,50.8,4.2,7,1,2,10,low D/E 28; PE 14,strong promoter 74.8%
MGL,MAHANAGAR GAS LTD.,Utilities,1137.800048828125,17.431055963125907,15.71113,13.627,3.461,42.5,31.6,87.0,52.9,-12.3,8,0,2,10,low D/E 3; rev +14%; PE 16,promoter 42.5%; institutional 31.6%
RAMRAT,RAM RATNA WIRES LIMITED,Industrials,486.5,6.442307692307692,35.851143,20.249,115.438,76.6,0.1,4.0,52.5,4.3,7,1,2,10,ROE 20%; earnings +128%; rev +89%,strong promoter 76.6%; ⚠ very high promoter = low float
KANSAINER,KANSAI NEROLAC PAINTS LTD,Basic Materials,201.5099945068359,23.670456626198508,27.194332,8.796,4.526,75.1,11.9,50.0,53.7,4.0,7,1,2,10,24% below 52w high; low D/E 5,strong promoter 75.1%; ⚠ very high promoter = low float
LUXIND,LUX INDUSTRIES LIMITED,Consumer Cyclical,1201.0,34.13222825672532,34.741104,6.0,33.964,75.9,5.4,6.0,51.6,-3.7,7,1,2,10,34% below 52w high; low D/E 34,strong promoter 75.9%; ⚠ very high promoter = low float
PNBHOUSING,PNB HOUSING FIN LTD.,Financial Services,1175.5,2.609776304888152,13.261507,12.7,287.733,28.0,58.5,89.0,46.7,6.4,5,3,2,10,margin 61%; PE 13,high institutional 58.5%
NFL,NATIONAL FERT. LTD,Basic Materials,70.30000305175781,31.727685521651416,9.474394,7.611999999999999,139.519,74.7,4.2,15.0,43.7,2.5,8,0,2,10,32% below 52w high; rev +27%; PE 9,strong promoter 74.7%
ADANIPORTS,ADANI PORT & SEZ LTD,Industrials,1696.0,10.316745709093873,28.976593,15.592,64.051,66.1,23.5,209.0,55.4,3.3,7,1,2,10,margin 32%; rev +19%,strong promoter 66.1%
NEPHROPLUS,NEPHROCARE HEALTH SERV L,Healthcare,674.1500244140625,12.419613587000647,79.31177,9.037,7.139,49.3,37.1,18.0,54.3,1.8,7,1,2,10,low D/E 7; earnings +296%; rev +22%,promoter 49.3%; institutional 37.1%
RACLGEAR,RACL GEARTECH LIMITED,Consumer Cyclical,1435.5,15.154561186489651,33.705093,16.91,66.889,56.6,8.5,4.0,51.9,-4.4,7,1,2,10,rev +32%,strong promoter 56.6%
LUMAXTECH,LUMAX AUTO TECH LTD,Consumer Cyclical,2043.699951171875,3.1421824089158763,43.03432,24.350001,83.409,57.2,19.2,39.0,43.8,1.9,8,0,2,10,ROE 24%; earnings +109%; rev +33%,strong promoter 57.2%
OLECTRA,OLECTRA GREENTECH LIMITED,Industrials,1291.199951171875,24.676234514580717,59.58468,17.559999999999988,30.841,50.3,5.2,41.0,41.3,4.1,8,0,2,10,25% below 52w high; low D/E 31; rev +66%,strong promoter 50.3%
RCF,RASHTRIYA CHEMICALS & FER,Basic Materials,118.41999816894533,28.00778514542231,14.637824,8.665000000000001,80.607,75.0,1.4,21.0,41.1,4.5,8,0,2,10,28% below 52w high; earnings +34%; PE 15,strong promoter 75.0%; ⚠ very high promoter = low float
POLYPLEX,POLYPLEX CORPORATION LTD,Basic Materials,1170.9000244140625,7.365504397621637,23.678463,0.617,13.292,56.4,5.8,15.0,54.6,1.6,7,1,2,10,low D/E 13; earnings +146%; rev +30%,strong promoter 56.4%
JGCHEM,J.G.CHEMICALS LIMITED,Basic Materials,619.9000244140625,6.514847347672132,32.370758,13.518,1.192,76.5,2.9,4.0,38.2,-3.3,8,0,2,10,low D/E 1; earnings +59%; rev +45%,strong promoter 76.5%; ⚠ very high promoter = low float
ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrials,632.4500122070312,1.7934763653678183,44.66455,20.998,23.885,45.0,20.0,61.0,48.8,-17.3,9,0,1,10,ROE 21%; low D/E 24; earnings +21%; rev +23%,promoter 45.0%
SURYODAY,SURYODAY SMALL FIN BK LTD,Financial Services,154.5399932861328,29.110094822874856,8.566518,7.588,137.32320193248634,35.4,18.9,13.0,38.5,15.3,8,2,0,10,29% below 52w high; earnings +113%; rev +45%; PE 9,
TIIL,TECHNOCRAFT IND LTD,Industrials,3200.199951171875,4.753116337200219,21.347475,15.108,40.163,77.6,5.7,10.0,46.5,-21.4,8,0,2,10,low D/E 40; earnings +68%; rev +27%,strong promoter 77.6%; ⚠ very high promoter = low float
BOSCHLTD,BOSCH LIMITED,Consumer Cyclical,48750.0,0.7734581721962142,60.968746,19.353001,0.8,70.7,18.1,164.0,39.1,5.5,6,2,2,10,ROE 19%; low D/E 1; rev +22%,strong promoter 70.7%
ADVENZYMES,ADVANCED ENZYME TECH LTD,Basic Materials,303.0,27.684964200477324,20.472973,11.016,1.902,55.5,19.4,18.0,57.6,4.3,7,1,2,10,28% below 52w high; low D/E 2; margin 22%,strong promoter 55.5%
RAMCOSYS,RAMCO SYSTEMS LTD.,Technology,552.3499755859375,42.909563246931526,49.986423,12.493,12.101,63.8,5.8,6.0,48.1,-0.6,7,1,2,10,43% below 52w high; low D/E 12,strong promoter 63.8%
VOLTAS,VOLTAS LTD,Consumer Cyclical,1219.5,22.938388625592417,89.80118,5.7189997,15.51,36.7,43.5,160.0,40.2,-3.0,8,0,2,10,23% below 52w high; low D/E 16; earnings +52%; rev +19%,high institutional 43.5%
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,Financial Services,76.98999786376953,8.235999447482714,17.262331,1.6900001000000002,94.248,12.2,53.5,44.0,52.4,2.6,7,1,2,10,earnings +403%; rev +19%; PE 17,high institutional 53.5%
ENDURANCE,ENDURANCE TECHNO. LTD.,Consumer Cyclical,3001.699951171875,2.5390419705642446,43.47769,15.156999,19.393,75.0,19.9,77.0,55.9,-0.5,7,1,2,10,low D/E 19; rev +30%,strong promoter 75.0%; ⚠ very high promoter = low float
ITDC,INDIA TOUR. DEV. CO. LTD.,Consumer Cyclical,687.5499877929688,16.356449173604776,71.396675,21.701999,0.155,94.9,1.8,2.0,23.8,2.7,8,0,2,10,ROE 22%; low D/E 0; margin 15%,strong promoter 94.9%; ⚠ very high promoter = low float
NACLIND,NACL INDUSTRIES LIMITED,Basic Materials,170.10000610351562,40.48285046578283,340.2,0.823,45.68,74.2,0.0,2.0,39.4,3.1,8,0,2,10,40% below 52w high; low D/E 46; earnings +37%,strong promoter 74.2%
ACI,ARCHEAN CHEMICAL IND LTD,Basic Materials,499.9500122070313,31.136361954954378,63.36502,5.552,24.128,53.4,25.3,32.0,57.4,-2.8,6,1,3,10,31% below 52w high; low D/E 24; rev +12%,strong promoter 53.4%; institutional 25.3%
COROMANDEL,COROMANDEL INTERNTL. LTD,Basic Materials,2004.800048828125,19.807998046875,32.252254,15.587000000000002,11.469,59.6,26.1,160.0,54.4,-0.1,6,1,3,10,low D/E 11; rev +16%,strong promoter 59.6%; institutional 26.1%
CHALET,CHALET HOTELS LIMITED,Consumer Cyclical,852.9000244140625,20.297164389051247,35.419437,19.132,64.041,67.4,28.2,52.0,55.5,-6.9,7,0,3,10,20% below 52w high; ROE 19%; margin 22%,strong promoter 67.4%; institutional 28.2%
JUBLINGREA,JUBILANT INGREVIA LIMITED,Basic Materials,720.4000244140625,9.38364472779088,37.11489,9.182,25.328,50.9,27.8,44.0,53.3,2.9,6,1,3,10,low D/E 25; earnings +41%; rev +25%,strong promoter 50.9%; institutional 27.8%
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,Consumer Cyclical,169.5800018310547,2.1296256423032416,40.764423,10.114,43.908,59.5,27.6,190.0,47.7,3.3,6,1,3,10,low D/E 44; earnings +104%; rev +17%,strong promoter 59.5%; institutional 27.6%
BATAINDIA,BATA INDIA LTD,Consumer Cyclical,711.2000122070312,44.5458080150463,62.385967,8.465999,86.9,50.5,30.4,54.0,45.6,-7.9,7,0,3,10,45% below 52w high; earnings +23%,strong promoter 50.5%; institutional 30.4%
SHRIRAMFIN,SHRIRAM FINANCE LIMITED,Financial Services,1128.199951171875,2.2102800623418837,19.922302,18.495001,276.215,22.2,59.4,313.0,56.7,-2.5,6,1,3,10,ROE 18%; margin 50%; earnings +30%; rev +43%,high institutional 59.4%; 313 institutions
