ticker,shortName,sector,currentPrice,pct_below_52w_high,trailingPE,roe_pct,debtToEquity,promoter_pct,institutional_pct,institutions_count,avg_delivery_pct,delivery_trend,score,ownership_score,shareholding_score,final_score,reasons,shareholding_reasons
PETRONET,PETRONET LNG LIMITED,Energy,291.3999938964844,10.723039416201711,10.392296,18.559,10.507,50.2,28.7,177.0,55.4,8.2,10,3,3,16,ROE 19%; low D/E 11; earnings +35%; PE 10,strong promoter 50.2%; institutional 28.7%
INFY,INFOSYS LIMITED,Technology,1130.0,34.60648148148148,14.582527,32.0,9.541,16.5,52.5,356.0,54.8,2.1,12,1,3,16,35% below 52w high; ROE 32%; low D/E 10; margin 16%; PE 15,high institutional 52.5%; 356 institutions
HDFCAMC,HDFC AMC LIMITED,Financial Services,2624.0,11.56795012216699,38.22844,43.39,2.364,56.7,27.4,241.0,60.2,7.4,9,4,3,16,ROE 43%; low D/E 2; margin 62%; rev +13%,strong promoter 56.7%; institutional 27.4%
ZFCVINDIA,ZF COM VE CTR SYS IND LTD,Consumer Cyclical,2621.5,13.87976346911958,2.9163098,14.979,1.4854844651132797,60.3,28.6,61.0,55.4,6.8,10,3,3,16,low D/E 1; earnings +46%; rev +33%; PE 3,strong promoter 60.3%; institutional 28.6%
THYROCARE,THYROCARE TECH LTD,Healthcare,566.7000122070312,14.39576854878682,51.47139,28.745001999999996,8.65,51.2,22.5,30.0,47.1,9.5,11,3,2,16,ROE 29%; low D/E 9; margin 20%; earnings +32%; rev +24%,strong promoter 51.2%
SRM,SRM CONTRACTORS LIMITED,Industrials,481.1000061035156,25.978921906648285,9.359922,32.251999999999995,32.634,75.2,0.0,0.0,53.1,3.2,13,1,2,16,26% below 52w high; ROE 32%; low D/E 33; earnings +55%; rev +38%; PE 9,strong promoter 75.2%; ⚠ very high promoter = low float
GANDHAR,GANDHAR OIL REFINE IND L,Energy,254.08999633789065,16.18894182011269,8.252355,10.21,22.511,66.6,3.6,5.0,32.8,13.5,9,5,2,16,low D/E 23; earnings +633%; rev +92%; PE 8,strong promoter 66.6%
PARADEEP,PARADEEP PHOSPHATES LTD,Basic Materials,148.63999938964844,35.9917325775999,14.403101,18.359,101.822,58.4,23.6,52.0,35.2,6.2,12,2,2,16,36% below 52w high; ROE 18%; earnings +21%; rev +63%; PE 14,strong promoter 58.4%
INFOBEAN,INFOBEANS TECHNO. LTD.,Technology,156.77999877929688,39.11456358085558,17.897259,23.24,3.547,78.4,1.0,1.0,41.2,9.2,12,2,2,16,39% below 52w high; ROE 23%; low D/E 4; margin 15%; rev +37%; PE 18,strong promoter 78.4%; ⚠ very high promoter = low float
KSCL,KAVERI SEED CO. LTD.,Basic Materials,773.4000244140625,36.865304129464285,16.119217,18.160999,0.0,71.7,5.7,22.0,53.3,11.0,11,3,2,16,37% below 52w high; ROE 18%; low D/E 0; margin 20%; PE 16,strong promoter 71.7%
AIIL,AUTHUM INVEST & INFRA LTD,Financial Services,532.2999877929688,22.064423456373536,27.781837,13.1,24.59,83.1,7.1,49.0,39.3,11.8,12,2,2,16,22% below 52w high; low D/E 25; margin 82%; earnings +18%; rev +14%,strong promoter 83.1%; ⚠ very high promoter = low float
SANDUMA,SANDUR MANG & IRON ORES L,Basic Materials,196.9499969482422,27.857143975002863,13.352542,22.318001,30.577,75.9,0.7,16.0,46.0,1.6,13,1,2,16,28% below 52w high; ROE 22%; low D/E 31; earnings +34%; rev +21%; PE 13,strong promoter 75.9%; ⚠ very high promoter = low float
DBCORP,D.B.CORP LTD,Communication Services,206.30999755859375,28.33970061396619,10.446075,15.68999999999999,10.796,74.6,13.5,16.0,57.8,12.6,11,3,2,16,28% below 52w high; low D/E 11; earnings +25%; PE 10,strong promoter 74.6%
WONDERLA,WONDERLA HOLIDAYS LTD.,Consumer Cyclical,490.1000061035156,25.62974110720552,30.688791,4.6430003,0.348,64.1,12.8,9.0,62.7,13.2,10,4,2,16,26% below 52w high; low D/E 0; margin 17%; earnings +38%; rev +44%,strong promoter 64.1%
ABBOTINDIA,ABBOTT INDIA LIMITED,Healthcare,26120.0,21.28973934006328,34.34763,34.460998,3.602,75.5,7.7,46.0,57.2,6.8,11,3,2,16,21% below 52w high; ROE 34%; low D/E 4; margin 23%; earnings +17%,strong promoter 75.5%; ⚠ very high promoter = low float
GVPIL,GE POWER INDIA LIMITED,Industrials,666.7000122070312,38.49630883698973,13.08281,71.698,3.02,71.1,0.1,2.0,54.6,2.3,13,1,2,16,38% below 52w high; ROE 72%; low D/E 3; margin 21%; earnings +55%; PE 13,strong promoter 71.1%
EVEREADY,EVEREADY INDS. IND.  LTD.,Industrials,355.04998779296875,25.284095397227507,14.468214,31.645,32.395,63.9,3.2,8.0,53.6,5.0,11,3,2,16,25% below 52w high; ROE 32%; low D/E 32; earnings +22%; PE 14,strong promoter 63.9%
CRISIL,CRISIL LTD,Financial Services,4478.60009765625,17.51358140424993,37.00405,29.052,10.23,71.9,15.4,75.0,53.2,5.1,11,3,2,16,ROE 29%; low D/E 10; margin 21%; earnings +26%; rev +28%,strong promoter 71.9%
SEAMECLTD,SEAMEC LIMITED,Industrials,1699.0,1.2151883317277552,16.806807,21.945,27.069,76.1,4.7,6.0,59.8,-3.4,10,4,2,16,ROE 22%; low D/E 27; margin 25%; rev +41%; PE 17,strong promoter 76.1%; ⚠ very high promoter = low float
VIDHIING,VIDHI SPCLTY F INGRDNTS L,Basic Materials,319.5,22.07317073170732,29.859814,15.569,17.578,67.5,0.1,4.0,63.7,16.1,10,4,2,16,22% below 52w high; low D/E 18; earnings +35%; rev +66%,strong promoter 67.5%
BSOFT,BIRLASOFT LIMITED,Technology,309.0,34.810126582278485,15.124816,13.656999,3.422,41.0,28.3,64.0,42.6,7.4,12,2,2,16,35% below 52w high; low D/E 3; earnings +51%; PE 15,promoter 41.0%; institutional 28.3%
KIRIINDUS,KIRI INDUSTRIES LIMITED,Basic Materials,461.2999877929687,40.78305676598604,0.4886497,114.879,0.649,41.7,16.2,11.0,45.2,-14.8,15,0,1,16,41% below 52w high; ROE 115%; low D/E 1; margin 616%; earnings +2465%; rev +55%; PE 0,promoter 41.7%
SANOFI,SANOFI INDIA LIMITED,Healthcare,3321.0,37.23303723303723,23.608446,40.271,1.78,60.6,24.5,34.0,60.4,4.2,12,2,2,16,37% below 52w high; ROE 40%; low D/E 2; margin 18%; earnings +20%,strong promoter 60.6%
GIPCL,GUJ IND POW CO. LTD,Utilities,170.17999267578125,15.773328331904372,5.2524686,14.94,93.592,65.4,4.9,10.0,56.4,6.1,11,3,2,16,margin 30%; earnings +175%; rev +34%; PE 5,strong promoter 65.4%
JSLL,JEENA SIKHO LIFECARE LTD,Healthcare,506.2000122070313,40.41200562601163,26.698315,59.921,27.261,72.4,0.3,10.0,48.7,-2.7,13,1,2,16,40% below 52w high; ROE 60%; low D/E 27; margin 28%; earnings +28%; rev +29%,strong promoter 72.4%
TANLA,TANLA PLATFORMS LIMITED,Technology,572.7999877929688,25.22193370848972,14.245213,21.409,2.118,55.6,5.7,31.0,38.3,7.3,12,2,2,16,25% below 52w high; ROE 21%; low D/E 2; earnings +22%; rev +18%; PE 14,strong promoter 55.6%
KIRLFER,KIRLOSKAR FERROUS IND LTD,Industrials,444.0499877929687,13.440548188505115,20.89647,13.900000000000002,12.218,60.4,12.9,20.0,63.9,9.5,10,4,2,16,low D/E 12; earnings +44%; rev +30%,strong promoter 60.4%
EUREKAFORB,EUREKA FORBES LIMITED,Consumer Cyclical,416.2000122070313,37.72257671565827,44.656654,3.61,0.629,65.3,12.3,40.0,54.6,9.8,10,3,2,15,38% below 52w high; low D/E 1; earnings +47%; rev +15%,strong promoter 65.3%
REFEX,REFEX INDUSTRIES LIMITED,Energy,293.6000061035156,29.253010577466114,13.921289,17.817,14.918,56.8,0.5,10.0,46.4,0.8,12,1,2,15,29% below 52w high; low D/E 15; earnings +207%; rev +139%; PE 14,strong promoter 56.8%
TRENT,TRENT LTD,Consumer Cyclical,2970.0,47.655974621078606,87.45583,27.126,36.034,43.4,31.0,216.0,46.8,3.0,12,1,2,15,48% below 52w high; ROE 27%; low D/E 36; earnings +21%; rev +18%,promoter 43.4%; institutional 31.0%
DIVISLAB,DIVI S LABORATORIES LTD,Healthcare,8570.0,1.1989854738298362,88.59712,16.187,0.042,52.0,30.3,219.0,57.7,5.1,9,3,3,15,low D/E 0; margin 26%; earnings +66%; rev +28%,strong promoter 52.0%; institutional 30.3%
APOLLOTYRE,APOLLO TYRES LTD,Consumer Cyclical,429.2999877929687,20.573545274196345,15.917686,8.719000000000001,21.987,49.7,34.2,71.0,50.4,14.4,10,3,2,15,21% below 52w high; low D/E 22; earnings +2660%; rev +13%; PE 16,promoter 49.7%; institutional 34.2%
EIHOTEL,EIH LIMITED,Consumer Cyclical,299.8999938964844,31.02575843693845,26.237968,12.948,4.666,70.5,15.7,48.0,54.2,1.2,12,1,2,15,31% below 52w high; low D/E 5; margin 23%; earnings +246%; rev +14%,strong promoter 70.5%
IMFA,INDIAN METALS & FERRO,Basic Materials,1421.9000244140625,15.358056804004669,14.622584,16.71,35.121,74.5,0.8,15.0,46.8,3.9,12,1,2,15,low D/E 35; margin 17%; earnings +108%; rev +50%; PE 15,strong promoter 74.5%
HMAAGRO,HMA AGRO INDUSTRIES LTD,Consumer Defensive,21.940000534057617,35.922898777614634,6.6890244,18.639,88.318,78.9,0.0,0.0,52.4,-18.7,13,0,2,15,36% below 52w high; ROE 19%; earnings +4950%; rev +86%; PE 7,strong promoter 78.9%; ⚠ very high promoter = low float
CASTROLIND,CASTROL INDIA LIMITED,Energy,188.57000732421875,10.799426315709708,17.590485,56.996,2.784,51.3,17.5,79.0,65.1,-0.4,11,2,2,15,ROE 57%; low D/E 3; margin 17%; earnings +42%; rev +25%; PE 18,strong promoter 51.3%
TAJGVK,TAJ GVK HOTELS & RESORTS,Consumer Cyclical,347.8999938964844,32.13693995350542,5.2888417,39.556998,9.027,72.4,2.8,6.0,51.8,2.6,12,1,2,15,32% below 52w high; ROE 40%; low D/E 9; margin 73%; rev +55%; PE 5,strong promoter 72.4%
KARURVYSYA,KARUR VYSYA BANK LTD,Financial Services,334.1000061035156,5.031262735537504,11.764085,19.282,18.589340559560014,0.5,42.4,99.0,55.2,-0.2,12,1,2,15,ROE 19%; low D/E 19; margin 41%; earnings +45%; rev +26%; PE 12,high institutional 42.4%
SHAREINDIA,SHARE IND. SECURITIES LTD,Financial Services,175.27999877929688,16.92891053113892,10.584541,12.968001,27.925,63.7,0.6,12.0,47.8,3.3,12,1,2,15,low D/E 28; margin 26%; earnings +47%; rev +33%; PE 11,strong promoter 63.7%
EPIGRAL,EPIGRAL LIMITED,Basic Materials,1120.5,41.38418004234657,17.850883,16.092000000000002,25.751,68.9,6.2,9.0,54.0,10.3,10,3,2,15,41% below 52w high; low D/E 26; rev +16%; PE 18,strong promoter 68.9%
SILVERTUC,SILVER TOUCH TECHNO LTD,Technology,195.3300018310547,82.52002233959462,6.7799377,23.551,19.451,82.7,0.0,0.0,40.9,0.4,13,0,2,15,83% below 52w high; ROE 24%; low D/E 19; earnings +148%; rev +22%; PE 7,strong promoter 82.7%; ⚠ very high promoter = low float
CRIZAC,CRIZAC LIMITED,Consumer Defensive,171.33999633789062,55.83451709070852,13.598412,40.003,0.31,79.9,2.9,9.0,50.3,4.4,12,1,2,15,56% below 52w high; ROE 40%; low D/E 0; margin 21%; PE 14,strong promoter 79.9%; ⚠ very high promoter = low float
NPST,NETWORK PEOPLE SRV TECH L,Technology,1606.9000244140625,32.71783312140678,72.67752,17.201,3.119,66.9,9.4,2.0,53.8,3.0,12,1,2,15,33% below 52w high; low D/E 3; margin 23%; earnings +42%; rev +68%,strong promoter 66.9%
SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,4213.10009765625,21.35336760021934,36.423447,87.94800000000001,5.979,72.5,19.9,30.0,59.7,7.7,10,3,2,15,21% below 52w high; ROE 88%; low D/E 6; margin 28%,strong promoter 72.5%
DPABHUSHAN,D. P. ABHUSHAN LIMITED,Consumer Cyclical,1461.699951171875,12.473056816055388,13.927585,40.866002,48.027,81.0,0.1,3.0,42.3,8.2,11,2,2,15,ROE 41%; low D/E 48; earnings +76%; rev +58%; PE 14,strong promoter 81.0%; ⚠ very high promoter = low float
EICHERMOT,EICHER MOTORS LTD,Consumer Cyclical,8042.0,2.284325637910085,38.267906,23.774,2.048,51.3,28.8,282.0,58.4,3.4,10,1,4,15,ROE 24%; low D/E 2; margin 23%; earnings +21%; rev +32%,strong promoter 51.3%; institutional 28.8%; 282 institutions
AFFLE,AFFLE 3I LIMITED,Communication Services,1729.5,20.879268161108023,51.047813,13.786,0.405,74.5,,75.0,42.6,6.5,11,2,2,15,21% below 52w high; low D/E 0; margin 17%; earnings +20%; rev +20%,strong promoter 74.5%
JAYKAY,JAYKAY ENTERPRISES LTD,Industrials,145.67999267578125,33.69139977270863,8.625222,93.41,5.673119243237991,65.2,0.0,0.0,52.6,-3.6,12,1,2,15,34% below 52w high; ROE 93%; low D/E 6; margin 29%; rev +13%; PE 9,strong promoter 65.2%
LUPIN,LUPIN LIMITED,Healthcare,2201.5,12.966989523621269,18.221321,26.906999999999996,29.388,47.0,35.7,230.0,61.0,-0.1,11,2,2,15,ROE 27%; low D/E 29; margin 18%; earnings +16%; rev +32%,promoter 47.0%; institutional 35.7%
INDUSTOWER,INDUS TOWERS LIMITED,Communication Services,368.7999877929687,23.406025380484163,13.603835,18.912001,51.79,51.3,32.7,237.0,56.0,1.1,11,1,3,15,23% below 52w high; ROE 19%; margin 22%; PE 14,strong promoter 51.3%; institutional 32.7%
VMM,VISHAL MEGA MART LIMITED,Consumer Cyclical,102.5999984741211,34.89848064680223,54.0,12.149999,26.817,40.0,48.2,148.0,51.6,1.6,11,1,3,15,35% below 52w high; low D/E 27; earnings +25%; rev +19%,promoter 40.0%; high institutional 48.2%
ROLEXRINGS,ROLEX RINGS LIMITED,Industrials,185.82000732421875,0.832531496393851,33.360863,12.3459995,0.0,55.4,32.3,21.0,40.1,6.2,7,5,3,15,low D/E 0; earnings +22%,strong promoter 55.4%; institutional 32.3%
SUBROS,SUBROS LIMITED,Consumer Cyclical,735.5499877929688,39.39606019735221,28.83379,14.86,6.009,74.6,11.4,17.0,49.8,8.8,10,3,2,15,39% below 52w high; low D/E 6; rev +18%,strong promoter 74.6%
BEL,BHARAT ELECTRONICS LTD,Industrials,409.3999938964844,13.528359205647035,48.796185,27.556000000000004,0.273,53.4,29.0,271.0,58.6,-2.8,10,1,4,15,ROE 28%; low D/E 0; margin 21%; rev +25%,strong promoter 53.4%; institutional 29.0%; 271 institutions
HINDZINC,HINDUSTAN ZINC LIMITED,Basic Materials,573.9000244140625,21.705317269568553,14.2124815,76.941,39.034,88.6,5.2,110.0,43.2,-2.7,13,0,2,15,22% below 52w high; ROE 77%; low D/E 39; margin 38%; earnings +145%; rev +72%; PE 14,strong promoter 88.6%; ⚠ very high promoter = low float
AVL,ADITYA VISION LIMITED,Consumer Cyclical,611.0,13.333333333333334,56.679035,18.383,83.205,56.1,33.8,29.0,49.9,6.4,9,3,3,15,ROE 18%; earnings +40%; rev +27%,strong promoter 56.1%; institutional 33.8%
AAVAS,AAVAS FINANCIERS LIMITED,Financial Services,1364.9000244140625,22.969693232810247,15.832271,13.916,310.553,50.8,30.7,54.0,52.4,9.0,9,3,3,15,23% below 52w high; margin 43%; earnings +23%; rev +17%; PE 16,strong promoter 50.8%; institutional 30.7%
SCI,SHIPPING CORP OF INDIA LT,Industrials,291.1499938964844,21.044069451800848,8.376007,21.93,29.454,63.7,6.0,48.0,37.2,3.3,13,0,2,15,21% below 52w high; ROE 22%; low D/E 29; earnings +75%; rev +40%; PE 8,strong promoter 63.7%
TEAMLEASE,TEAMLEASE SERVICES LTD.,Industrials,1242.0999755859375,36.11582860708253,150.01208,14.261,10.971,36.3,54.9,27.0,62.1,-0.6,11,2,2,15,36% below 52w high; low D/E 11; earnings +31%,high institutional 54.9%
ONGC,OIL AND NATURAL GAS CORP.,Energy,238.5,22.439024390243905,6.891072,12.703,42.548,69.2,22.8,219.0,56.3,3.6,12,1,2,15,22% below 52w high; low D/E 43; earnings +21%; rev +26%; PE 7,strong promoter 69.2%
BLS,BLS INTL SERVS LTD,Industrials,273.9200134277344,30.27363900420643,16.018713,30.142999999999997,15.468,72.7,5.4,49.0,44.6,-3.8,13,0,2,15,30% below 52w high; ROE 30%; low D/E 15; margin 22%; rev +25%; PE 16,strong promoter 72.7%
CEINSYS,CEINSYS TECH LIMITED,Industrials,761.0,39.115130399589574,11.479861,24.595,8.43,68.9,0.0,1.0,51.5,1.4,12,1,2,15,39% below 52w high; ROE 25%; low D/E 8; margin 20%; PE 11,strong promoter 68.9%
ERIS,ERIS LIFESCIENCES LIMITED,Healthcare,1326.0,27.0947897293956,28.26087,18.068,60.545,69.9,22.6,54.0,60.7,2.0,11,2,2,15,27% below 52w high; ROE 18%; margin 20%; earnings +19%; rev +13%,strong promoter 69.9%
SPARC,SUN PHARMA ADV.RES.CO.LTD,Healthcare,199.58999633789065,30.93771753014165,4.0882835,276.89402,41.776,75.1,1.8,11.0,46.1,3.2,12,1,2,15,31% below 52w high; ROE 277%; low D/E 42; margin 83%; rev +314%; PE 4,strong promoter 75.1%; ⚠ very high promoter = low float
EUROPRATIK,EURO PRATIK SALES LIMITED,Basic Materials,265.75,31.85897435897436,31.561758,27.798998,7.636,87.5,1.0,1.0,31.3,-0.6,13,0,2,15,32% below 52w high; ROE 28%; low D/E 8; margin 23%; earnings +94%; rev +60%,strong promoter 87.5%; ⚠ very high promoter = low float
APTUS,APTUS VALUE HSG FIN I LTD,Financial Services,253.3000030517578,29.39372737233232,12.884028,20.113,156.2,26.6,49.4,57.0,57.7,3.2,12,1,2,15,29% below 52w high; ROE 20%; margin 62%; earnings +19%; rev +17%; PE 13,high institutional 49.4%
SIYSIL,SIYARAM SILK MILLS LTD,Consumer Cyclical,647.5499877929688,23.70994379056082,12.388559,16.834,24.131,69.3,2.9,13.0,56.1,-0.2,12,1,2,15,24% below 52w high; low D/E 24; earnings +138%; rev +14%; PE 12,strong promoter 69.3%
GPPL,GUJARAT PIPAVAV PORT LTD,Industrials,164.80999755859375,17.6320652831238,14.25692,21.802999,1.544,44.0,26.9,49.0,56.4,-4.9,12,1,2,15,ROE 22%; low D/E 2; margin 45%; earnings +42%; rev +32%; PE 14,promoter 44.0%; institutional 26.9%
IVALUE,IVALUE INFOSOLUTIONS LTD,Technology,279.6499938964844,17.750001795151654,14.757255,19.117,12.223,51.9,12.0,4.0,60.4,1.3,11,2,2,15,ROE 19%; low D/E 12; earnings +53%; PE 15,strong promoter 51.9%
STYLAMIND,STYLAM INDUSTRIES LIMITED,Consumer Cyclical,3617.300048828125,12.836143401731928,36.158535,20.469,3.605,58.0,10.6,10.0,45.0,12.4,10,3,2,15,ROE 20%; low D/E 4; earnings +71%; rev +15%,strong promoter 58.0%
CPPLUS,ADITYA INFOTECH LIMITED,Industrials,3468.60009765625,15.276011293203467,85.370415,25.424999999999997,9.604,76.8,15.0,41.0,54.2,7.2,10,3,2,15,ROE 25%; low D/E 10; earnings +304%; rev +90%,strong promoter 76.8%; ⚠ very high promoter = low float
IFGLEXPOR,IFGL REFRACTORIES LIMITED,Basic Materials,215.9199981689453,36.118343736998426,38.081127,3.041,17.764,75.9,13.2,6.0,46.9,5.6,10,3,2,15,36% below 52w high; low D/E 18; earnings +58%; rev +13%,strong promoter 75.9%; ⚠ very high promoter = low float
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,Technology,1007.2000122070312,49.58958897862706,40.143482,15.796,0.778,69.4,13.7,31.0,36.4,11.2,11,2,2,15,50% below 52w high; low D/E 1; margin 28%; rev +15%,strong promoter 69.4%
SUNPHARMA,SUN PHARMACEUTICAL IND L,Healthcare,1904.0,6.981289887617667,37.815292,14.72,5.517,55.6,31.0,296.0,65.8,-3.2,9,2,4,15,low D/E 6; margin 20%; earnings +27%; rev +10%,strong promoter 55.6%; institutional 31.0%; 296 institutions
JPOLYINVST,JIND POL INV & FIN CO LTD,Financial Services,954.4000244140624,35.84727729121233,1.2407374,54.803,1.462,80.9,0.0,0.0,66.5,-2.2,11,2,2,15,36% below 52w high; ROE 55%; low D/E 1; margin 78%; PE 1,strong promoter 80.9%; ⚠ very high promoter = low float
MOIL,MOIL LIMITED,Basic Materials,252.75,37.57717860953652,16.929,10.005,0.0,64.7,7.8,27.0,40.9,10.8,11,2,2,15,38% below 52w high; low D/E 0; margin 20%; earnings +70%; PE 17,strong promoter 64.7%
TINNARUBR,TINNA RUBBER AND INFR LTD,Basic Materials,1047.4000244140625,20.771556398331125,30.61678,22.084999,42.978,69.5,5.1,3.0,41.4,11.2,11,2,2,15,21% below 52w high; ROE 22%; low D/E 43; earnings +67%; rev +20%,strong promoter 69.5%
WAAREEENER,WAAREE ENERGIES LIMITED,Technology,2675.0,30.78913324708926,20.171932,31.570998,21.402,68.2,8.6,143.0,41.6,5.4,11,2,2,15,31% below 52w high; ROE 32%; low D/E 21; rev +79%,strong promoter 68.2%
ICRA,ICRA LIMITED,Financial Services,4867.2001953125,30.2893125850401,24.026064,16.277,1.5584442862011467,59.6,24.7,22.0,63.0,0.5,11,2,2,15,30% below 52w high; low D/E 2; margin 31%; earnings +32%,strong promoter 59.6%
MONTECARLO,MONTE CARLO FASHIONS LTD.,Consumer Cyclical,541.5,37.10436235294618,10.710047,12.880999,63.989,74.5,2.3,5.0,61.7,-1.3,11,2,2,15,37% below 52w high; earnings +38%; PE 11,strong promoter 74.5%
J&KBANK,J & K BANK LTD.,Financial Services,148.19000244140625,26.54770634874535,7.08704,14.609,20.794216650161395,64.3,12.0,52.0,43.2,8.2,11,2,2,15,27% below 52w high; low D/E 21; margin 34%; PE 7,strong promoter 64.3%
DCW,DCW LTD,Basic Materials,44.0099983215332,45.87381669785607,18.26141,4.571,26.985,52.6,6.6,9.0,49.2,5.6,10,3,2,15,46% below 52w high; low D/E 27; earnings +200%; rev +14%,strong promoter 52.6%
MANYAVAR,VEDANT FASHIONS LIMITED,Consumer Cyclical,547.3499755859375,31.284918213042623,34.08157,20.025998,23.295,74.9,16.7,55.0,40.3,6.4,11,2,2,15,31% below 52w high; ROE 20%; low D/E 23; margin 27%,strong promoter 74.9%
ORICONENT,ORICON ENTERPRISES LTD,Consumer Cyclical,58.119998931884766,20.51422764121605,50.103447,1.5140001,0.273,78.3,0.0,0.0,69.1,20.5,9,4,2,15,21% below 52w high; low D/E 0; margin 64%; earnings +25%,strong promoter 78.3%; ⚠ very high promoter = low float
PIDILITIND,PIDILITE INDUSTRIES LTD,Basic Materials,1660.0,2.781844802342606,64.09267,23.523001,3.776,69.4,17.3,208.0,59.9,6.8,10,3,2,15,ROE 24%; low D/E 4; margin 17%; earnings +30%; rev +21%,strong promoter 69.4%
GLOBUSSPR,GLOBUS SPIRITS LTD,Consumer Defensive,905.0999755859376,28.422303235592132,10.416618,10.6,48.422,51.5,9.3,13.0,52.9,5.3,10,3,2,15,28% below 52w high; low D/E 48; earnings +49%; rev +13%; PE 10,strong promoter 51.5%
FORCEMOT,FORCE MOTORS LIMITED,Consumer Cyclical,17885.0,32.38185255198488,18.812256,33.507999999999996,0.0,63.2,6.2,71.0,30.4,5.9,11,2,2,15,32% below 52w high; ROE 34%; low D/E 0; earnings +23%,strong promoter 63.2%
SUNTECK,SUNTECK REALTY LIMITED,Real Estate,294.3500061035156,37.76955473498613,20.244154,5.2270003,17.311,63.0,16.7,28.0,55.3,8.2,10,3,2,15,38% below 52w high; low D/E 17; margin 19%; earnings +26%,strong promoter 63.0%
NIITMTS,NIIT LEARNING SYSTEMS LTD,Consumer Defensive,231.4600067138672,47.85762336193167,12.68274,17.998,20.621,47.3,22.8,20.0,52.3,-1.3,13,1,1,15,48% below 52w high; low D/E 21; earnings +17%; rev +25%; PE 13,promoter 47.3%
PSB,PUNJAB & SIND BANK,Financial Services,23.3799991607666,27.97289026434231,11.989743,9.786,98.72570958187738,93.8,1.5,9.0,48.9,7.9,10,3,2,15,28% below 52w high; margin 29%; earnings +24%; rev +11%; PE 12,strong promoter 93.8%; ⚠ very high promoter = low float
SAMHI,SAMHI HOTELS LIMITED,Consumer Cyclical,160.38999938964844,27.75225252718539,6.204642,33.367002,81.102,24.0,32.9,29.0,57.4,-1.3,13,1,1,15,28% below 52w high; ROE 33%; margin 39%; earnings +52%; rev +12%; PE 6,institutional 32.9%
GESHIP,THE GE SHPG.LTD,Industrials,1299.0,27.753058954393772,4.9595294,18.849,6.409,30.8,27.6,94.0,47.3,-5.1,14,0,1,15,28% below 52w high; ROE 19%; low D/E 6; margin 60%; earnings +159%; rev +67%; PE 5,institutional 27.6%
MASTEK,MASTEK LTD,Technology,1693.5,35.48571428571429,12.646553,14.814,14.648,49.2,24.6,37.0,44.0,10.6,12,2,1,15,35% below 52w high; low D/E 15; earnings +15%; PE 13,promoter 49.2%
CAMS,COMPUTER AGE MNGT SER LTD,Technology,749.25,11.32086893717345,37.631844,38.694,4.863,3.4,58.9,107.0,46.2,11.6,10,3,2,15,ROE 39%; low D/E 5; margin 32%; earnings +17%; rev +12%,high institutional 58.9%
INDIGOPNTS,INDIGO PAINTS LIMITED,Basic Materials,1130.699951171875,15.989305991421974,33.5918,13.514,1.831,53.8,28.8,29.0,49.7,-6.1,9,3,3,15,low D/E 2; earnings +61%; rev +20%,strong promoter 53.8%; institutional 28.8%
STEELCAS,STEELCAST LIMITED,Basic Materials,358.70001220703125,1.3611939426739474,39.988853,24.098,0.0,58.2,1.4,3.0,54.8,8.9,10,3,2,15,ROE 24%; low D/E 0; margin 21%; earnings +19%; rev +17%,strong promoter 58.2%
WEALTH,WEALTH FRST PORT. MG. LTD,Financial Services,864.6500244140625,33.22134755890496,27.918955,25.64,0.0,76.2,0.0,1.0,75.4,10.3,9,4,2,15,33% below 52w high; ROE 26%; low D/E 0; margin 51%,strong promoter 76.2%; ⚠ very high promoter = low float
SHARDACROP,SHARDA CROPCHEM LTD.,Basic Materials,763.4500122070312,41.13723884294285,11.007065,24.157,0.104,75.9,10.2,25.0,54.4,5.2,10,3,2,15,41% below 52w high; ROE 24%; low D/E 0; PE 11,strong promoter 75.9%; ⚠ very high promoter = low float
ITC,ITC LTD,Consumer Defensive,271.6499938964844,36.381734450472045,17.14962,29.34,3.293,29.5,52.2,201.0,57.0,5.6,10,3,2,15,36% below 52w high; ROE 29%; low D/E 3; margin 26%; PE 17,high institutional 52.2%
PIXTRANS,PIX TRANSMISSIONS LIMITED,Industrials,1820.300048828125,12.862611353368836,18.81447,16.535999,3.477,68.0,0.3,5.0,48.1,7.1,10,3,2,15,low D/E 3; margin 22%; earnings +89%; rev +23%,strong promoter 68.0%
BUTTERFLY,BTRFLY GANDHI APPL LTD,Consumer Cyclical,647.0499877929688,21.460216426810632,24.053904,13.085,2.054,81.1,0.3,3.0,54.0,16.5,10,3,2,15,21% below 52w high; low D/E 2; earnings +38%; rev +14%,strong promoter 81.1%; ⚠ very high promoter = low float
LINDEINDIA,LINDE INDIA LIMITED,Basic Materials,6695.0,16.821965461548018,104.05658,13.577,1.8496456267796888,78.0,7.9,63.0,53.0,5.3,10,3,2,15,low D/E 2; margin 21%; earnings +676%; rev +13%,strong promoter 78.0%; ⚠ very high promoter = low float
CCAVENUE,AVENUESAI LIMITED,Technology,14.949999809265137,27.07317166212129,15.572917,6.686,8.63,53.3,3.8,23.0,51.3,6.4,10,3,2,15,27% below 52w high; low D/E 9; earnings +47%; rev +114%; PE 16,strong promoter 53.3%
